0.000008,-0.32716,-0.09206,9.58032,0.34978,1.04751,-0.10275,0.20119,0.00607,0.01595,4879,-5289,0.000000,4.386689,0.000000,4.386689,0.000000
0.033165,-0.30628,-0.09123,9.54961,0.35182,1.04202,-0.09359,0.02925,-0.09586,-0.01336,4879,-5289,0.000000,4.386689,0.000000,4.386697,0.000007
0.049915,-0.32124,-0.09631,9.54617,0.35028,1.04398,-0.09450,-0.06481,-0.01055,0.00633,4879,-5289,0.000000,4.386689,0.000000,4.386695,-0.000002
0.067871,-0.45942,-0.09751,9.57847,0.35560,1.05098,-0.09982,0.12769,0.05070,-0.08117,4879,-5289,0.000000,4.386689,0.000000,4.386720,0.000026
0.085561,-0.31765,-0.09212,9.61496,0.35560,1.05098,-0.09982,0.04019,0.01570,-0.03742,4879,-5289,0.000000,4.386689,0.000000,4.386732,0.000012
0.102190,-0.16570,-0.09511,9.57967,0.34580,1.05154,-0.09660,2.14019,0.06820,-0.05492,4879,-5289,0.000000,4.386689,0.000000,4.386751,0.000019
0.118552,-0.32841,-0.11605,9.57189,0.35448,1.04538,-0.10304,-0.03856,-0.01930,0.11133,4879,-5289,0.000000,4.386689,0.000000,4.386719,-0.000032
0.135067,-0.31645,-0.10887,9.57727,0.35448,1.04538,-0.10304,0.23269,-0.03680,-0.31742,4879,-5289,0.000000,4.386689,0.000000,4.386811,0.000091
0.151294,-0.31466,-0.09093,9.53959,0.35252,1.04538,-0.09688,0.01394,0.07695,0.06758,4879,-5289,0.000000,4.386689,0.000000,4.386792,-0.000019
0.167633,-0.16929,-0.10349,9.58684,0.35000,1.04846,-0.10192,-2.32231,0.16445,-0.03742,4879,-5289,0.000000,4.386689,0.000000,4.386800,0.000008
0.183972,-0.30987,-0.08853,9.55035,0.35000,1.04846,-0.10192,-0.05606,0.02445,-0.06367,4879,-5289,0.000000,4.386689,0.000000,4.386817,0.000017
0.201720,-0.32243,-0.11067,9.57787,0.34552,1.04398,-0.10276,-0.00356,0.15570,0.12008,4879,-5289,0.000000,4.386689,0.000000,4.386780,-0.000037
0.220257,-0.31944,-0.08554,9.61436,0.35336,1.04482,-0.09982,0.07519,0.12070,-0.01117,4879,-5289,0.000000,4.386689,0.000000,4.386784,0.000004
0.238974,-0.31944,-0.09811,9.57069,0.34804,1.04482,-0.09366,0.11019,-0.09805,-0.01992,4879,-5289,0.000000,4.386689,0.000000,4.386791,0.000006
0.256664,-0.32183,-0.09093,9.56710,0.34804,1.04482,-0.09366,0.11019,-0.16805,0.22508,4879,-5289,0.000000,4.386689,0.000000,4.386721,-0.000070
0.274728,-0.29671,-0.09272,9.63829,0.35196,1.03782,-0.10066,-0.08231,-0.01930,0.08508,4879,-5289,0.000000,4.386689,0.000000,4.386694,-0.000027
0.293020,-0.16032,-0.09811,9.56830,0.34860,1.04398,-0.09646,-0.12606,-0.13305,0.01508,4879,-5289,0.000000,4.386689,0.000000,4.386688,-0.000006
0.311051,-0.34935,-0.10409,9.60060,0.34860,1.04286,-0.09044,0.19769,-0.05430,-0.06367,4879,-5289,0.000000,4.386689,0.000000,4.386708,0.000020
0.329043,-0.29611,-0.10708,9.52463,0.35280,1.04286,-0.09044,0.21519,0.13820,-0.05492,4879,-5289,0.000000,4.386689,0.000000,4.386726,0.000018
0.346330,-0.30987,-0.08794,9.56650,0.34048,1.04398,-0.09618,-0.08231,-0.20305,-0.05492,4879,-5289,0.000000,4.386689,0.000000,4.386742,0.000016
0.364740,-0.31406,-0.07777,9.56591,0.34888,1.04398,-0.08596,0.11019,-0.08930,0.14633,4879,-5289,0.000000,4.386689,0.000000,4.386695,-0.000047
0.382610,-0.17886,-0.11067,9.54497,0.34888,1.04398,-0.08596,0.08394,0.17320,-0.00242,4879,-5289,0.000000,4.386689,0.000000,4.386696,0.000001
0.400935,-0.16869,-0.08255,9.57129,0.34692,1.05098,-0.09464,0.04894,-0.01930,-0.15117,4879,-5289,0.000000,4.386689,0.000000,4.386745,0.000049
0.418966,-0.30568,-0.08315,9.57608,0.35364,1.04706,-0.09982,-0.19606,0.23445,0.02383,4879,-5289,0.000000,4.386689,0.000000,4.386738,-0.000007
0.437584,-0.16451,-0.08973,9.60958,0.35616,1.04034,-0.08344,-0.00356,0.09445,-0.22117,4879,-5289,0.000000,4.386689,0.000000,4.386811,0.000072
0.456146,-0.17886,-0.10110,9.57667,0.35616,1.04034,-0.08344,-0.02106,0.03320,0.03258,4879,-5289,0.000000,4.386689,0.000000,4.386800,-0.000011
0.474626,-0.33440,-0.09990,9.62812,0.34552,1.04790,-0.09030,-0.09981,0.21695,0.03258,4879,-5289,0.000000,4.386689,0.000000,4.386790,-0.000010
0.492516,-0.17647,-0.10469,9.56112,0.35588,1.04258,-0.09562,-0.01231,0.13820,0.03258,4879,-5289,0.000000,4.386689,0.000000,4.386780,-0.000010
0.510294,-0.15434,-0.12323,9.57608,0.35728,1.04874,-0.09422,0.22394,0.04195,0.03258,4879,-5289,0.000000,4.386689,0.000000,4.386769,-0.000011
0.528673,-0.31944,-0.09571,9.53600,0.35728,1.04874,-0.09422,-0.02981,0.07695,0.07633,4879,-5289,0.000000,4.386689,0.000000,4.386745,-0.000024
0.546652,-0.44327,-0.10588,9.54916,0.35196,1.04370,-0.09212,-0.16106,0.05070,-0.10742,4879,-5289,0.000000,4.386689,0.000000,4.386778,0.000033
0.563980,-0.28714,-0.12323,9.53779,0.35056,1.04538,-0.09520,0.00519,0.05070,0.00633,4879,-5289,0.000000,4.386689,0.000000,4.386776,-0.000003
0.582636,-0.45763,-0.10289,9.60838,0.35056,1.04538,-0.09520,0.08394,-0.04555,-0.24742,4879,-5289,0.000000,4.386689,0.000000,4.386856,0.000080
0.600731,-0.16032,-0.11007,9.61616,0.35196,1.05070,-0.10458,2.08769,0.17320,0.01508,4879,-5289,0.000000,4.386689,0.000000,4.386854,-0.000002
0.619068,-0.30808,-0.11067,9.54975,0.35364,1.04342,-0.09842,0.05769,0.05945,0.21633,4879,-5289,0.000000,4.386689,0.000000,4.386786,-0.000068
0.636928,-0.30867,-0.10588,9.38226,0.35420,1.05042,-0.09548,0.14519,-0.14180,0.01508,4879,-5289,0.000000,4.386689,0.000000,4.386781,-0.000005
0.655827,-0.45284,-0.07896,9.50908,0.35420,1.05042,-0.09548,0.21519,0.00695,-0.11617,4879,-5289,0.000000,4.386689,0.000000,4.386820,0.000039
0.674055,-0.29731,-0.11186,9.58565,0.35168,1.04818,-0.10584,0.02269,0.05070,0.02383,4879,-5289,0.000000,4.386689,0.000000,4.386812,-0.000008
0.692496,-0.32124,-0.10110,9.56830,0.35392,1.04286,-0.09548,-0.00356,0.05945,0.15508,4879,-5289,0.000000,4.386689,0.000000,4.386763,-0.000050
0.710607,-0.31226,-0.10289,9.54437,0.35588,1.04790,-0.08316,0.02269,0.05070,0.03258,4879,-5289,0.000000,4.386689,0.000000,4.386752,-0.000010
0.728262,-0.45882,-0.09511,9.51566,0.35588,1.04790,-0.08316,-0.09981,0.04195,0.02383,4879,-5289,0.000000,4.386689,0.000000,4.386745,-0.000007
0.746355,-0.32064,-0.10708,9.58266,0.34636,1.04538,-0.08554,0.03144,-0.22930,0.03258,4879,-5289,0.000000,4.386689,0.000000,4.386734,-0.000011
0.763531,-0.33081,-0.11665,9.53360,0.35112,1.04370,-0.09996,-0.15231,0.18195,-0.11617,4879,-5289,0.000000,4.386689,0.000000,4.386769,0.000035
0.781095,-0.28235,-0.11964,9.54916,0.35112,1.04370,-0.09996,0.08394,-0.10680,0.07633,4879,-5289,0.000000,4.386689,0.000000,4.386745,-0.000024
0.798794,-0.30628,-0.10588,9.51386,0.34832,1.04538,-0.09730,-0.25731,0.01570,-0.05492,4879,-5289,0.000000,4.386689,0.000000,4.386761,0.000017
0.816478,-0.30927,-0.11426,9.57009,0.34944,1.04594,-0.09828,0.03144,0.07695,-0.11617,4879,-5289,0.000000,4.386689,0.000000,4.386797,0.000036
0.835115,-0.31825,-0.10648,9.52523,0.34972,1.04986,-0.09562,0.08394,-0.01930,-0.29992,4879,-5289,0.000000,4.386689,0.000000,4.386894,0.000097
0.852848,-0.45105,-0.09272,9.52164,0.34972,1.04986,-0.09562,-0.03856,0.13820,0.11133,4879,-5289,0.000000,4.386689,0.000000,4.386861,-0.000034
0.870380,-0.31525,-0.11007,9.52343,0.34580,1.04370,-0.09520,0.22394,0.08570,0.26883,4879,-5289,0.000000,4.386689,0.000000,4.386779,-0.000082
0.887663,-0.29192,-0.11964,9.54198,0.34664,1.05210,-0.09940,0.12769,0.12945,-0.05492,4879,-5289,0.000000,4.386689,0.000000,4.386795,0.000017
0.906140,-0.16869,-0.09392,9.55574,0.34664,1.05210,-0.09940,0.14519,0.11195,0.09383,4879,-5289,0.000000,4.386689,0.000000,4.386766,-0.000029
0.923979,-0.29252,-0.10409,9.60300,0.35336,1.04510,-0.10220,0.01394,0.12070,-0.08992,4879,-5289,0.000000,4.386689,0.000000,4.386794,0.000028
0.942042,-0.31705,-0.08794,9.57129,0.35168,1.04286,-0.10570,0.15394,0.23445,0.14633,4879,-5289,0.000000,4.386689,0.000000,4.386750,-0.000045
0.958959,-0.31585,-0.10050,9.57907,0.34552,1.04510,-0.10696,0.23269,0.09445,0.03258,4879,-5289,0.000000,4.386689,0.000000,4.386741,-0.000009
0.975273,-0.30987,-0.09811,9.55454,0.34552,1.04510,-0.10696,0.00519,0.12070,0.26008,4879,-5289,0.000000,4.386689,0.000000,4.386667,-0.000073
0.991308,-0.31167,-0.09811,9.58565,0.35364,1.05294,-0.09562,-0.10856,0.07695,-0.08992,4879,-5289,0.000000,4.386689,0.000000,4.386693,0.000025
1.007992,-0.32483,-0.10110,9.55215,0.35364,1.04566,-0.09436,0.01394,0.05945,0.07633,4879,-5289,0.000000,4.386689,0.000000,4.386671,-0.000022
1.024276,-0.45464,-0.08076,9.57548,0.35056,1.04566,-0.09436,0.05769,-0.04555,-0.15992,4879,-5289,0.000000,4.386689,0.000000,4.386717,0.000046
1.040924,-0.31107,-0.10887,9.49293,0.35168,1.04118,-0.09926,-0.19606,-0.02805,-0.06367,4879,-5289,0.000000,4.386689,0.000000,4.386735,0.000018
1.057240,-0.31944,-0.08734,9.54138,0.35168,1.04118,-0.10752,-0.04731,-0.14180,-0.21242,4879,-5289,0.000000,4.386689,0.000000,4.386795,0.000060
1.073498,-0.33619,-0.10110,9.55514,0.34720,1.03950,-0.10752,0.10144,0.16445,-0.09867,4879,-5289,0.000000,4.386689,0.000000,4.386824,0.000029
1.089724,-0.29791,-0.09990,9.53839,0.34440,1.04566,-0.10724,-0.19606,0.11195,0.19883,4879,-5289,0.000000,4.386689,0.000000,4.386767,-0.000056
1.105926,-0.30628,-0.10110,9.58266,0.34440,1.04566,-0.10724,-0.11731,0.19945,-0.06367,4879,-5289,0.000000,4.386689,0.000000,4.386786,0.000018
