0.000000, -1.223929, -0.069990, 9.582656, -0.122579, 0.111772, 0.176269, 0.036120, -0.612920, 0.049140, 8224, 8224, 18028, 24947, 0.000000
0.001410, -1.366900, -0.059222, 9.544969, -0.000079, 0.024272, -0.156231, 0.040040, -0.619640, 0.046620, 0, 0, 14525, -5485, 50.943365
0.042622, -1.177867, -0.040678, 9.589835, -0.061329, -0.028228, 0.272519, 0.040600, -0.611240, 0.045920, 0, 0, 14525, -5485, 50.943365
0.059478, -1.204188, -0.059222, 9.647263, -0.026329, 0.260522, 0.045019, 0.031080, -0.619640, 0.049700, 0, 0, 14525, -5485, 50.943365
0.075767, -1.205384, -0.025723, 9.595219, 2.187421, 0.129272, -0.059981, 0.031080, -0.619640, 0.049700, 0, 0, 14525, -5485, 50.943365
0.091890, -1.155135, -0.027517, 9.574281, -0.052579, 0.286772, 0.036269, 0.028560, -0.610400, 0.048160, 0, 0, 14525, -5485, 50.943365
0.107948, -1.168296, -0.030508, 9.668798, 0.078671, 0.103022, -0.147481, 0.027160, -0.617120, 0.053340, 0, 0, 14525, -5485, 50.943365
0.124651, -1.210170, -0.027517, 9.600602, -0.131329, 0.339272, -0.173731, 0.027160, -0.617120, 0.053340, 0, 0, 14525, -5485, 50.943365
0.138482, -1.193420, -0.037089, 9.555737, -0.315079, -0.141978, -0.068731, 0.047600, -0.609560, 0.053480, 0, 0, 14525, -5485, 50.943365
0.152099, -1.197010, -0.028116, 9.610174, -0.017579, -0.001978, 0.150019, 0.047600, -0.609560, 0.053480, 0, 0, 14525, -5485, 50.943365
0.167408, -1.333999, -0.027517, 9.538987, 0.008671, 0.059272, -0.086231, 0.037520, -0.616560, 0.044520, 0, 0, 14525, -5485, 50.943365
0.183474, -1.197010, -0.033500, 9.569496, -0.078829, 0.059272, -0.252481, 0.031360, -0.616000, 0.057540, 0, 0, 14525, -5485, 50.943365
0.198770, -1.197010, -0.034696, 9.550951, -0.000079, 0.111772, -0.182481, 0.031360, -0.616000, 0.057540, 0, 0, 14525, -5485, 50.943365
0.214366, -1.177269, -0.045464, 9.592826, 0.043671, 0.076772, -0.322481, 0.035000, -0.609840, 0.048720, 0, 0, 14525, -5485, 50.943365
0.229995, -1.197010, -0.031705, 9.610174, -0.166329, 0.225522, -0.112481, 0.035000, -0.607320, 0.045220, 0, 0, 14525, -5485, 50.943365
0.245525, -1.204786, -0.022134, 9.579067, -0.035079, 0.111772, -0.138731, 0.035840, -0.607320, 0.045220, 0, 0, 14525, -5485, 50.943365
0.261261, -1.197010, -0.047856, 9.573683, -0.043829, 0.173022, -0.287481, 0.043960, -0.605920, 0.048300, 0, 0, 14525, -5485, 50.943365
0.276886, -1.207179, -0.035294, 9.556933, 0.139921, 0.234272, -0.094981, 0.043960, -0.605920, 0.048300, 0, 0, 14525, -5485, 50.943365
0.292514, -1.201197, -0.031705, 9.607183, 0.174921, 0.085522, -0.147481, 0.043960, -0.605080, 0.041300, 0, 0, 14525, -5485, 50.943365
0.308127, -1.195813, -0.056231, 9.573085, 2.134921, 0.234272, -0.147481, 0.027720, -0.608440, 0.048720, 0, 0, 14525, -5485, 50.943365
0.323636, -1.196411, -0.065803, 9.633504, 0.061171, 0.173022, -0.138731, 0.027720, -0.608440, 0.048720, 0, 0, 14525, -5485, 50.943365
0.339273, -1.211965, -0.062812, 9.538389, -0.157579, -0.036978, -0.112481, 0.047040, -0.607040, 0.045220, 0, 0, 14525, -5485, 50.943365
0.354991, -1.198804, -0.041276, 9.513863, 0.104921, 0.181772, -0.112481, 0.037520, -0.615440, 0.049000, 0, 0, 14525, -5485, 50.943365
0.370629, -1.199402, -0.059222, 9.617352, 0.166171, 0.050522, -0.051231, 0.037520, -0.615440, 0.049000, 0, 0, 14525, -5485, 50.943365
