Time Stamp, Total Distance Traveled, Distance to Desired Point, Current Angle, Desired Heading, Left Wheel Encoders, Right Wheel Encoders, Left Wheel Speed, Right Wheel Speed, Y-Position, X-position, Bumper Byte, Light Bumper Byte
0.00001, 0.000, 2061.553, 135.614, 14.036, 3820, -3866, 0, 0, 0.000, 0.000, 00000000, 00000000
0.06983, 0.000, 2061.553, 135.614, 14.036, 3820, -3866, 0, 0, 0.000, 0.000, 00000000, 00000000
0.07703, 0.000, 2061.553, 135.614, 14.036, 3820, -3866, 0, 199, 0.000, 0.000, 00000000, 00000000
0.09090, 0.000, 2061.553, 135.614, 14.036, 3820, -3866, 0, 199, 0.000, 0.000, 00000000, 00000000
0.10676, 0.000, 2061.553, 135.614, 14.036, 3820, -3866, 0, 199, 0.000, 0.000, 00000000, 00000000
0.12254, 0.445, 2061.784, 135.397, 14.026, 3820, -3864, 0, 199, 0.312, -0.317, 00000000, 00000000
0.13815, 1.334, 2062.241, 134.963, 14.005, 3820, -3860, 0, 199, 0.941, -0.945, 00000000, 00000000
0.15376, 2.445, 2062.804, 134.421, 13.978, 3820, -3855, 0, 199, 1.735, -1.723, 00000000, 00000000
0.16939, 3.334, 2063.249, 133.988, 13.957, 3820, -3851, 0, 199, 2.375, -2.340, 00000000, 00000000
0.18508, 4.668, 2063.904, 133.338, 13.924, 3820, -3845, 0, 199, 3.345, -3.256, 00000000, 00000000
0.20071, 6.224, 2064.650, 132.579, 13.886, 3820, -3838, 0, 199, 4.491, -4.308, 00000000, 00000000
0.21633, 7.780, 2065.380, 131.820, 13.848, 3820, -3831, 0, 199, 5.650, -5.346, 00000000, 00000000
0.23195, 9.336, 2066.092, 131.061, 13.810, 3820, -3824, 0, 199, 6.823, -6.368, 00000000, 00000000
0.24756, 10.892, 2066.786, 130.303, 13.771, 3820, -3817, 0, 199, 8.010, -7.374, 00000000, 00000000
0.26317, 12.448, 2067.463, 129.544, 13.732, 3820, -3810, 0, 199, 9.210, -8.365, 00000000, 00000000
0.27886, 13.782, 2068.031, 128.894, 13.699, 3820, -3804, 0, 199, 10.248, -9.202, 00000000, 00000000
0.29439, 15.337, 2068.675, 128.135, 13.660, 3820, -3797, 0, 199, 11.472, -10.163, 00000000, 00000000
