Data Counter, Data Time, Angle, Counter, Left Encoder Counts, Right Encoder Counts, Bumper Byte, Desired Heading
62, 1.953272, 354.538, -289.124, -28429, 13318, 00000000, 354.195703125
63, 2.000035, 354.538, -287.919, -28429, 13318, 00000000, 354.195703125
64, 2.015739, 354.538, -286.874, -28429, 13318, 00000000, 354.195703125
65, 2.046969, 354.538, -285.752, -28429, 13318, 00000000, 354.195703125
66, 2.093622, 354.538, -284.548, -28429, 13318, 00000000, 354.195703125
67, 2.125020, 354.538, -283.417, -28429, 13318, 00000000, 354.195703125
68, 2.156062, 354.538, -282.300, -28429, 13318, 00000000, 354.195703125
69, 2.187536, 354.538, -281.164, -28429, 13318, 00000000, 354.195703125
70, 2.218795, 354.538, -280.043, -28429, 13318, 00000000, 354.195703125
71, 2.249878, 354.538, -278.924, -28429, 13318, 00000000, 354.195703125
72, 2.281194, 354.538, -277.797, -28429, 13318, 00000000, 354.195703125
73, 2.312508, 354.538, -276.669, -28429, 13318, 00000000, 354.195703125
74, 2.343755, 354.538, -275.545, -28429, 13318, 00000000, 354.195703125
75, 2.374985, 354.538, -274.418, -28429, 13318, 00000000, 354.195703125
76, 2.406014, 354.538, -273.302, -28429, 13318, 00000000, 354.195703125
77, 2.437326, 354.538, -272.177, -28429, 13318, 00000000, 354.195703125
78, 2.468675, 354.538, -271.049, -28429, 13318, 00000000, 354.195703125
79, 2.499652, 354.538, -269.932, -28429, 13318, 00000000, 354.195703125
80, 2.531091, 354.538, -268.801, -28429, 13318, 00000000, 354.195703125
81, 2.562151, 354.538, -267.682, -28429, 13318, 00000000, 354.195703125
82, 2.593545, 354.538, -266.554, -28429, 13318, 00000000, 354.195703125
83, 2.624839, 354.538, -265.423, -28429, 13318, 00000000, 354.195703125
84, 2.655794, 354.538, -264.308, -28429, 13318, 00000000, 354.195703125
85, 2.687300, 354.538, -263.175, -28429, 13318, 00000000, 354.195703125
86, 2.718469, 354.538, -262.054, -28429, 13318, 00000000, 354.195703125
87, 2.749642, 354.538, -260.931, -28429, 13318, 00000000, 354.195703125
88, 2.781000, 354.538, -259.804, -28429, 13318, 00000000, 354.195703125
89, 2.811965, 354.538, -258.688, -28429, 13318, 00000000, 354.195703125
90, 2.843346, 354.538, -257.559, -28429, 13318, 00000000, 354.195703125
91, 2.874691, 354.538, -256.430, -28429, 13318, 00000000, 354.195703125
92, 2.905723, 354.538, -255.313, -28429, 13318, 00000000, 354.195703125
93, 2.937123, 354.538, -254.184, -28429, 13318, 00000000, 354.195703125
94, 2.968106, 354.538, -253.065, -28429, 13318, 00000000, 354.195703125
95, 2.999510, 354.538, -251.936, -28429, 13318, 00000000, 354.195703125
96, 3.030810, 354.538, -250.811, -28429, 13318, 00000000, 354.195703125
97, 3.061818, 354.538, -249.694, -28429, 13318, 00000000, 354.195703125
98, 3.093309, 354.538, -248.561, -28429, 13318, 00000000, 354.195703125
99, 3.124457, 354.538, -247.438, -28429, 13318, 00000000, 354.195703125
100, 3.155656, 354.538, -246.315, -28429, 13318, 00000000, 354.195703125
101, 3.186937, 354.538, -245.191, -28429, 13318, 00000000, 354.195703125
102, 3.218031, 354.538, -244.070, -28429, 13318, 00000000, 354.195703125
103, 3.249367, 354.538, -242.942, -28429, 13318, 00000000, 354.195703125
104, 3.280711, 354.538, -241.805, -28429, 13318, 00000000, 354.195703125
105, 3.311661, 354.538, -240.698, -28429, 13318, 00000000, 354.195703125
106, 3.343069, 354.538, -239.569, -28429, 13318, 00000000, 354.195703125
107, 3.374197, 354.538, -238.447, -28429, 13318, 00000000, 354.195703125
108, 3.405520, 354.538, -237.319, -28429, 13318, 00000000, 354.195703125
109, 3.436802, 354.538, -236.195, -28429, 13318, 00000000, 354.195703125
110, 3.467834, 354.538, -235.079, -28429, 13318, 00000000, 354.195703125
111, 3.499295, 354.538, -233.946, -28429, 13318, 00000000, 354.195703125
112, 3.530580, 354.538, -232.820, -28429, 13318, 00000000, 354.195703125
113, 3.561774, 354.538, -231.696, -28429, 13318, 00000000, 354.195703125
114, 3.592908, 354.538, -230.574, -28429, 13318, 00000000, 354.195703125
115, 3.623995, 354.538, -229.453, -28429, 13318, 00000000, 354.195703125
116, 3.655497, 354.538, -228.320, -28429, 13318, 00000000, 354.195703125
117, 3.686724, 354.538, -227.198, -28429, 13318, 00000000, 354.195703125
118, 3.717711, 354.538, -226.081, -28429, 13318, 00000000, 354.195703125
119, 3.749161, 354.538, -224.950, -28429, 13318, 00000000, 354.195703125
120, 3.780169, 354.538, -223.835, -28429, 13318, 00000000, 354.195703125
121, 3.811661, 354.538, -222.701, -28429, 13318, 00000000, 354.195703125
122, 3.842875, 354.538, -221.576, -28429, 13318, 00000000, 354.195703125
123, 3.873830, 354.538, -220.462, -28429, 13318, 00000000, 354.195703125
124, 3.905324, 354.538, -219.327, -28429, 13318, 00000000, 354.195703125
125, 3.936461, 354.538, -218.205, -28429, 13318, 00000000, 354.195703125
126, 3.967702, 354.538, -217.080, -28429, 13318, 00000000, 354.195703125
127, 3.998976, 354.538, -215.953, -28429, 13318, 00000000, 354.195703125
128, 4.030002, 354.538, -214.837, -28429, 13318, 00000000, 354.195703125
129, 4.061456, 354.538, -213.707, -28429, 13318, 00000000, 354.195703125
130, 4.092710, 354.538, -212.583, -28429, 13318, 00000000, 354.195703125
131, 4.123746, 354.538, -211.464, -28429, 13318, 00000000, 354.195703125
132, 4.155191, 354.538, -210.332, -28429, 13318, 00000000, 354.195703125
133, 4.186249, 354.538, -209.214, -28429, 13318, 00000000, 354.195703125
134, 4.217577, 354.538, -208.087, -28429, 13318, 00000000, 354.195703125
135, 4.248902, 354.538, -206.959, -28429, 13318, 00000000, 354.195703125
136, 4.279948, 354.538, -205.840, -28429, 13318, 00000000, 354.195703125
137, 4.311273, 354.538, -204.713, -28429, 13318, 00000000, 354.195703125
138, 4.342539, 354.538, -203.588, -28429, 13318, 00000000, 354.195703125
139, 4.373811, 354.538, -202.464, -28429, 13318, 00000000, 354.195703125
140, 4.404965, 354.538, -201.340, -28429, 13318, 00000000, 354.195703125
141, 4.436047, 354.538, -200.220, -28429, 13318, 00000000, 354.195703125
142, 4.467426, 354.538, -199.092, -28429, 13318, 00000000, 354.195703125
143, 4.498767, 354.538, -197.964, -28429, 13318, 00000000, 354.195703125
144, 4.529800, 354.538, -196.848, -28429, 13318, 00000000, 354.195703125
145, 4.561283, 354.538, -195.715, -28429, 13318, 00000000, 354.195703125
146, 4.592207, 354.538, -194.597, -28429, 13318, 00000000, 354.195703125
147, 4.623565, 354.538, -193.469, -28429, 13318, 00000000, 354.195703125
148, 4.654885, 354.538, -192.341, -28429, 13318, 00000000, 354.195703125
149, 4.685877, 354.538, -191.227, -28429, 13318, 00000000, 354.195703125
150, 4.717285, 354.538, -190.097, -28429, 13318, 00000000, 354.195703125
151, 4.748583, 354.538, -188.971, -28429, 13318, 00000000, 354.195703125
152, 4.779799, 354.538, -187.841, -28429, 13318, 00000000, 354.195703125
153, 4.811018, 354.538, -186.724, -28429, 13318, 00000000, 354.195703125
154, 4.842131, 354.538, -185.604, -28429, 13318, 00000000, 354.195703125
155, 4.873516, 354.538, -184.474, -28429, 13318, 00000000, 354.195703125
156, 4.904652, 354.538, -183.350, -28429, 13318, 00000000, 354.195703125
157, 4.935816, 354.538, -182.228, -28429, 13318, 00000000, 354.195703125
158, 4.967131, 354.538, -181.103, -28429, 13318, 00000000, 354.195703125
159, 4.998275, 354.538, -179.982, -28429, 13318, 00000000, 354.195703125
160, 5.029575, 354.538, -178.855, -28429, 13318, 00000000, 354.195703125
161, 5.060834, 354.538, -177.730, -28429, 13318, 00000000, 354.195703125
162, 5.091962, 354.538, -176.609, -28429, 13318, 00000000, 354.195703125
163, 5.123406, 354.538, -175.479, -28429, 13318, 00000000, 354.195703125
164, 5.154578, 354.538, -174.353, -28429, 13318, 00000000, 354.195703125
165, 5.185872, 354.538, -173.225, -28429, 13318, 00000000, 354.195703125
166, 5.217064, 354.538, -172.103, -28429, 13318, 00000000, 354.195703125
167, 5.248107, 354.538, -170.986, -28429, 13318, 00000000, 354.195703125
168, 5.279437, 354.538, -169.860, -28429, 13318, 00000000, 354.195703125
169, 5.310707, 354.538, -168.735, -28429, 13318, 00000000, 354.195703125
170, 5.341812, 354.538, -167.612, -28429, 13318, 00000000, 354.195703125
171, 5.373139, 354.538, -166.486, -28429, 13318, 00000000, 354.195703125
172, 5.404200, 354.538, -165.365, -28429, 13318, 00000000, 354.195703125
173, 5.435662, 354.538, -164.235, -28429, 13318, 00000000, 354.195703125
174, 5.466917, 354.538, -163.111, -28429, 13318, 00000000, 354.195703125
175, 5.497973, 354.538, -161.992, -28429, 13318, 00000000, 354.195703125
176, 5.529292, 354.538, -160.865, -28429, 13318, 00000000, 354.195703125
177, 5.560599, 354.538, -159.738, -28429, 13318, 00000000, 354.195703125
178, 5.591649, 354.538, -158.620, -28429, 13318, 00000000, 354.195703125
179, 5.623081, 354.538, -157.488, -28429, 13318, 00000000, 354.195703125
180, 5.654152, 354.538, -156.369, -28429, 13318, 00000000, 354.195703125
181, 5.685561, 354.538, -155.239, -28429, 13318, 00000000, 354.195703125
182, 5.716692, 354.538, -154.120, -28429, 13318, 00000000, 354.195703125
183, 5.747742, 354.538, -152.998, -28429, 13318, 00000000, 354.195703125
184, 5.779276, 354.538, -151.866, -28429, 13318, 00000000, 354.195703125
185, 5.810235, 354.538, -150.749, -28429, 13318, 00000000, 354.195703125
186, 5.841674, 354.538, -149.618, -28429, 13318, 00000000, 354.195703125
187, 5.872873, 354.538, -148.495, -28429, 13318, 00000000, 354.195703125
188, 5.903979, 354.538, -147.373, -28429, 13318, 00000000, 354.195703125
189, 5.935433, 354.538, -146.243, -28429, 13318, 00000000, 354.195703125
190, 5.966597, 354.538, -145.122, -28429, 13318, 00000000, 354.195703125
191, 5.997636, 354.538, -143.999, -28429, 13318, 00000000, 354.195703125
192, 6.029054, 354.538, -142.874, -28429, 13318, 00000000, 354.195703125
193, 6.060079, 354.538, -141.748, -28429, 13318, 00000000, 354.195703125
194, 6.091557, 354.538, -140.624, -28429, 13318, 00000000, 354.195703125
195, 6.122776, 354.538, -139.500, -28429, 13318, 00000000, 354.195703125
196, 6.153815, 354.538, -138.377, -28429, 13318, 00000000, 354.195703125
197, 6.185197, 354.538, -137.252, -28429, 13318, 00000000, 354.195703125
198, 6.216418, 354.538, -136.127, -28429, 13318, 00000000, 354.195703125
199, 6.247706, 354.538, -135.002, -28429, 13318, 00000000, 354.195703125
200, 6.279013, 354.538, -133.868, -28429, 13318, 00000000, 354.195703125
201, 6.310059, 354.538, -132.749, -28429, 13318, 00000000, 354.195703125
202, 6.341445, 354.538, -131.624, -28429, 13318, 00000000, 354.195703125
203, 6.372642, 354.538, -130.500, -28429, 13318, 00000000, 354.195703125
204, 6.403673, 354.538, -129.377, -28429, 13318, 00000000, 354.195703125
205, 6.435045, 354.538, -128.252, -28429, 13318, 00000000, 354.195703125
206, 6.466307, 354.538, -127.123, -28429, 13318, 00000000, 354.195703125
207, 6.497607, 354.538, -126.000, -28429, 13318, 00000000, 354.195703125
208, 6.528848, 354.538, -124.874, -28429, 13318, 00000000, 354.195703125
209, 6.559844, 354.538, -123.749, -28429, 13318, 00000000, 354.195703125
210, 6.591264, 354.538, -122.625, -28429, 13318, 00000000, 354.195703125
211, 6.622483, 354.538, -121.501, -28429, 13318, 00000000, 354.195703125
212, 6.653682, 354.538, -120.377, -28429, 13318, 00000000, 354.195703125
213, 6.684938, 354.538, -119.248, -28429, 13318, 00000000, 354.195703125
214, 6.716011, 354.538, -118.124, -28429, 13318, 00000000, 354.195703125
215, 6.747434, 354.538, -117.000, -28429, 13318, 00000000, 354.195703125
216, 6.778592, 354.538, -115.876, -28429, 13318, 00000000, 354.195703125
217, 6.809744, 354.538, -114.751, -28429, 13318, 00000000, 354.195703125
218, 6.841036, 354.538, -113.624, -28429, 13318, 00000000, 354.195703125
219, 6.872210, 354.538, -112.498, -28429, 13318, 00000000, 354.195703125
220, 6.903550, 354.538, -111.376, -28429, 13318, 00000000, 354.195703125
221, 6.934798, 354.538, -110.252, -28429, 13318, 00000000, 354.195703125
222, 6.965882, 354.538, -109.124, -28429, 13318, 00000000, 354.195703125
223, 6.997216, 354.538, -107.998, -28429, 13318, 00000000, 354.195703125
224, 7.028424, 354.538, -106.874, -28429, 13318, 00000000, 354.195703125
225, 7.059718, 354.538, -105.748, -28429, 13318, 00000000, 354.195703125
226, 7.090939, 354.538, -104.625, -28429, 13318, 00000000, 354.195703125
227, 7.121978, 354.538, -103.499, -28429, 13318, 00000000, 354.195703125
228, 7.153362, 354.538, -102.377, -28429, 13318, 00000000, 354.195703125
229, 7.184705, 354.538, -101.248, -28429, 13318, 00000000, 354.195703125
230, 7.215705, 354.538, -100.123, -28429, 13318, 00000000, 354.195703125
231, 7.247070, 354.538, -99.001, -28429, 13318, 00000000, 354.195703125
232, 7.278161, 354.538, -97.873, -28429, 13318, 00000000, 354.195703125
233, 7.309526, 354.538, -96.750, -28429, 13318, 00000000, 354.195703125
234, 7.340840, 354.538, -95.624, -28429, 13318, 00000000, 354.195703125
235, 7.371898, 354.538, -94.500, -28429, 13318, 00000000, 354.195703125
236, 7.403287, 354.538, -93.377, -28429, 13318, 00000000, 354.195703125
237, 7.434445, 354.538, -92.251, -28429, 13318, 00000000, 354.195703125
238, 7.465696, 354.538, -91.127, -28429, 13318, 00000000, 354.195703125
239, 7.496928, 354.538, -89.998, -28429, 13318, 00000000, 354.195703125
240, 7.528087, 354.538, -88.876, -28429, 13318, 00000000, 354.195703125
241, 7.559435, 354.538, -87.751, -28429, 13318, 00000000, 354.195703125
242, 7.590626, 354.538, -86.624, -28429, 13318, 00000000, 354.195703125
243, 7.621735, 354.538, -85.498, -28429, 13318, 00000000, 354.195703125
244, 7.653146, 354.538, -84.374, -28429, 13318, 00000000, 354.195703125
245, 7.684133, 354.538, -83.249, -28429, 13318, 00000000, 354.195703125
246, 7.715607, 354.538, -82.125, -28429, 13318, 00000000, 354.195703125
247, 7.746877, 354.538, -81.000, -28429, 13318, 00000000, 354.195703125
248, 7.777980, 354.538, -79.873, -28429, 13318, 00000000, 354.195703125
249, 7.809237, 354.538, -78.749, -28429, 13318, 00000000, 354.195703125
250, 7.840566, 354.538, -77.626, -28429, 13318, 00000000, 354.195703125
251, 7.871781, 354.538, -76.501, -28429, 13318, 00000000, 354.195703125
252, 7.903013, 354.538, -75.373, -28429, 13318, 00000000, 354.195703125
253, 7.934090, 354.538, -74.251, -28429, 13318, 00000000, 354.195703125
254, 7.965403, 354.538, -73.124, -28429, 13318, 00000000, 354.195703125
255, 7.996721, 354.538, -71.998, -28429, 13318, 00000000, 354.195703125
256, 8.027782, 354.538, -70.874, -28429, 13318, 00000000, 354.195703125
257, 8.059209, 354.538, -69.748, -28429, 13318, 00000000, 354.195703125
258, 8.090227, 354.538, -68.624, -28429, 13318, 00000000, 354.195703125
259, 8.121686, 354.538, -67.501, -28429, 13318, 00000000, 354.195703125
260, 8.152905, 354.538, -66.374, -28429, 13318, 00000000, 354.195703125
261, 8.183902, 354.538, -65.248, -28429, 13318, 00000000, 354.195703125
262, 8.215362, 354.538, -64.125, -28429, 13318, 00000000, 354.195703125
263, 8.246599, 354.538, -62.997, -28429, 13318, 00000000, 354.195703125
264, 8.277802, 354.538, -61.875, -28429, 13318, 00000000, 354.195703125
265, 8.309014, 354.538, -60.751, -28429, 13318, 00000000, 354.195703125
266, 8.340067, 354.538, -59.624, -28429, 13318, 00000000, 354.195703125
267, 8.371494, 354.538, -58.498, -28429, 13318, 00000000, 354.195703125
268, 8.402725, 354.538, -57.376, -28429, 13318, 00000000, 354.195703125
269, 8.433798, 354.538, -56.251, -28429, 13318, 00000000, 354.195703125
270, 8.465116, 354.538, -55.123, -28429, 13318, 00000000, 354.195703125
271, 8.496255, 354.538, -53.999, -28429, 13318, 00000000, 354.195703125
272, 8.527664, 354.538, -52.873, -28429, 13318, 00000000, 354.195703125
273, 8.558924, 354.538, -51.750, -28429, 13318, 00000000, 354.195703125
274, 8.589938, 354.538, -50.623, -28429, 13318, 00000000, 354.195703125
275, 8.621254, 354.538, -49.502, -28429, 13318, 00000000, 354.195703125
276, 8.652519, 354.538, -48.375, -28429, 13318, 00000000, 354.195703125
277, 8.683851, 354.538, -47.252, -28429, 13318, 00000000, 354.195703125
278, 8.715074, 354.538, -46.123, -28429, 13318, 00000000, 354.195703125
279, 8.746060, 354.538, -44.999, -28429, 13318, 00000000, 354.195703125
280, 8.777504, 354.538, -43.873, -28429, 13318, 00000000, 354.195703125
281, 8.808691, 354.538, -42.749, -28429, 13318, 00000000, 354.195703125
282, 8.839821, 354.538, -41.624, -28429, 13318, 00000000, 354.195703125
283, 8.871120, 354.538, -40.500, -28429, 13318, 00000000, 354.195703125
284, 8.902256, 354.538, -39.375, -28429, 13318, 00000000, 354.195703125
285, 8.933660, 354.538, -38.249, -28429, 13318, 00000000, 354.195703125
286, 8.964848, 354.538, -37.123, -28429, 13318, 00000000, 354.195703125
287, 8.995984, 354.538, -36.000, -28429, 13318, 00000000, 354.195703125
288, 9.027367, 354.538, -34.876, -28429, 13318, 00000000, 354.195703125
289, 9.058610, 354.538, -33.751, -28429, 13318, 00000000, 354.195703125
290, 9.089767, 354.538, -32.625, -28429, 13318, 00000000, 354.195703125
291, 9.121076, 354.538, -31.498, -28429, 13318, 00000000, 354.195703125
292, 9.152191, 354.538, -30.374, -28429, 13318, 00000000, 19.63363246661214
293, 9.183543, 354.538, -29.251, -28429, 13318, 00000000, 19.63363246661214
294, 9.214736, 354.538, -28.125, -28429, 13318, 00000000, 19.63363246661214
295, 9.245914, 354.755, -26.999, -28427, 13318, 00000000, 19.63363246661214
296, 9.277182, 355.731, -25.874, -28423, 13313, 00000000, 19.63363246661214
297, 9.308448, 356.815, -24.748, -28419, 13307, 00000000, 19.63363246661214
298, 9.339685, 358.007, -23.624, -28413, 13302, 00000000, 19.63363246661214
299, 9.370894, 359.091, -22.502, -28408, 13297, 00000000, 19.63363246661214
300, 9.402139, 0.175, 338.625, -28403, 13292, 00000000, 19.63363246661214
301, 9.433438, 1.042, 339.752, -28399, 13288, 00000000, 19.63363246661214
302, 9.464675, 1.909, 340.877, -28395, 13284, 00000000, 19.63363246661214
303, 9.495826, 2.668, 341.998, -28392, 13280, 00000000, 19.63363246661214
304, 9.527054, 3.535, 343.127, -28387, 13277, 00000000, 19.63363246661214
305, 9.558239, 4.293, 344.252, -28384, 13273, 00000000, 19.63363246661214
306, 9.589592, 5.269, 345.376, -28380, 13268, 00000000, 19.63363246661214
307, 9.620738, 6.028, 346.502, -28376, 13265, 00000000, 19.63363246661214
308, 9.651858, 7.003, 347.624, -28372, 13260, 00000000, 19.63363246661214
309, 9.683189, 7.762, 348.748, -28368, 13257, 00000000, 19.63363246661214
310, 9.714474, 8.737, 349.874, -28364, 13252, 00000000, 19.63363246661214
311, 9.745720, 9.605, -8.999, -28360, 13248, 00000000, 19.63363246661214
312, 9.777043, 10.472, -7.874, -28356, 13244, 00000000, 19.63363246661214
313, 9.808176, 11.339, -6.748, -28352, 13240, 00000000, 19.63363246661214
314, 9.839434, 12.314, -5.625, -28347, 13236, 00000000, 19.63363246661214
315, 9.870655, 13.073, -4.501, -28344, 13232, 00000000, 19.63363246661214
316, 9.901841, 13.832, -3.373, -28340, 13229, 00000000, 19.63363246661214
317, 9.933094, 14.699, -2.251, -28336, 13225, 00000000, 19.63363246661214
318, 9.964256, 15.674, -1.125, -28332, 13220, 00000000, 19.63363246661214
319, 9.995517, 16.433, -0.001, -28328, 13217, 00000000, 19.63363246661214
320, 10.026804, 16.975, 1.123, -28326, 13214, 00000000, 19.63363246661214
321, 10.057963, 17.517, 2.250, -28323, 13212, 00000000, 19.63363246661214
322, 10.089291, 18.059, 3.374, -28321, 13209, 00000000, 19.63363246661214
323, 10.120510, 18.384, 4.499, -28319, 13208, 00000000, 19.63363246661214
324, 10.151701, 18.818, 5.623, -28317, 13206, 00000000, 19.63363246661214
325, 10.182937, 19.251, 6.750, -28315, 13204, 00000000, 19.63363246661214
326, 10.213952, 19.576, 7.877, -28314, 13202, 00000000, 19.63363246661214
327, 10.245406, 19.902, 9.001, -28312, 13201, 00000000, 19.63363246661214
328, 10.276571, 20.010, 10.126, -28312, 13200, 00000000, 19.63363246661214
329, 10.307663, 20.010, 11.253, -28312, 13200, 00000000, 19.63363246661214
330, 10.339025, 20.118, 12.374, -28311, 13200, 00000000, 19.63363246661214
331, 10.370135, 20.118, 13.499, -28311, 13200, 00000000, 19.63363246661214
332, 10.401547, 20.118, 14.628, -28311, 13200, 00000000, 19.63363246661214
333, 10.432735, 20.118, 15.750, -28311, 13200, 00000000, 19.63363246661214
334, 10.463879, 20.118, 16.874, -28311, 13200, 00000000, 19.63363246661214
335, 10.495294, 20.118, 18.000, -28311, 13200, 00000000, 19.63363246661214
336, 10.526410, 20.118, 19.124, -28311, 13200, 00000000, 19.63363246661214
337, 10.557672, 20.118, 20.250, -28311, 13200, 00000000, 19.63363246661214
338, 10.588950, 20.118, 21.376, -28311, 13200, 00000000, 19.63363246661214
339, 10.619947, 20.118, 22.500, -28311, 13200, 00000000, 19.63363246661214
340, 10.651482, 20.118, 23.627, -28311, 13200, 00000000, 19.63363246661214
341, 10.682651, 20.118, 24.749, -28311, 13200, 00000000, 19.63363246661214
342, 10.713693, 20.118, 25.876, -28311, 13200, 00000000, 19.63363246661214
343, 10.745047, 20.118, 27.001, -28311, 13200, 00000000, 19.63363246661214
344, 10.776126, 20.118, 28.124, -28311, 13200, 00000000, 19.63363246661214
345, 10.807549, 20.118, 29.250, -28311, 13200, 00000000, 19.63363246661214
346, 10.838808, 20.118, 30.376, -28311, 13200, 00000000, 19.63363246661214
347, 10.869790, 20.118, 31.499, -28311, 13200, 00000000, 19.63363246661214
348, 10.901278, 20.118, 32.626, -28311, 13200, 00000000, 19.63363246661214
349, 10.932527, 20.118, 33.750, -28311, 13200, 00000000, 19.63363246661214
350, 10.963832, 20.118, 34.875, -28311, 13200, 00000000, 19.63363246661214
351, 10.995025, 20.118, 36.000, -28311, 13200, 00000000, 19.63363246661214
352, 11.025964, 20.118, 37.127, -28311, 13200, 00000000, 19.63363246661214
353, 11.057361, 20.118, 38.252, -28311, 13200, 00000000, 19.63363246661214
354, 11.088600, 20.118, 39.377, -28311, 13200, 00000000, 19.63363246661214
355, 11.119682, 20.118, 40.500, -28311, 13200, 00000000, 19.63363246661214
356, 11.151095, 20.118, 41.623, -28311, 13200, 00000000, 19.63363246661214
357, 11.182206, 20.118, 42.751, -28311, 13200, 00000000, 19.63363246661214
358, 11.213588, 20.118, 43.876, -28311, 13200, 00000000, 19.63363246661214
359, 11.244866, 20.118, 45.002, -28311, 13200, 00000000, 19.63363246661214
360, 11.275889, 20.118, 46.123, -28311, 13200, 00000000, 19.63363246661214
