Data Counter, Data Time, Angle, Counter, Left Encoder Counts, Right Encoder Counts, Bumper Byte, Desired Heading
154, 4.839298, 30.000, 174.377, 8007, -7667, 00000000, 30.0
155, 4.870673, 30.000, 175.499, 8007, -7667, 00000000, 30.0
156, 4.901916, 30.000, 176.626, 8007, -7667, 00000000, 30.0
157, 4.933091, 30.000, 177.749, 8007, -7667, 00000000, 30.0
158, 4.964413, 30.000, 178.876, 8007, -7667, 00000000, 30.0
159, 4.995637, 30.000, 180.002, 8007, -7667, 00000000, 30.0
160, 5.026674, 30.000, 181.123, 8007, -7667, 00000000, 30.0
161, 5.058051, 30.000, 182.249, 8007, -7667, 00000000, 30.0
162, 5.089159, 30.000, 183.375, 8007, -7667, 00000000, 30.0
163, 5.120526, 30.000, 184.502, 8007, -7667, 00000000, 30.0
164, 5.151734, 30.000, 185.624, 8007, -7667, 00000000, 30.0
165, 5.182810, 30.000, 186.749, 8007, -7667, 00000000, 30.0
166, 5.214274, 30.000, 187.875, 8007, -7667, 00000000, 30.0
167, 5.245500, 30.000, 189.001, 8007, -7667, 00000000, 30.0
168, 5.276651, 30.000, 190.127, 8007, -7667, 00000000, 30.0
169, 5.307958, 30.000, 191.250, 8007, -7667, 00000000, 30.0
170, 5.338956, 30.000, 192.375, 8007, -7667, 00000000, 30.0
171, 5.370377, 30.000, 193.502, 8007, -7667, 00000000, 30.0
172, 5.401635, 30.000, 194.626, 8007, -7667, 00000000, 30.0
173, 5.432667, 30.000, 195.751, 8007, -7667, 00000000, 30.0
174, 5.464131, 30.000, 196.875, 8007, -7667, 00000000, 30.0
175, 5.495140, 30.000, 198.001, 8007, -7667, 00000000, 30.0
176, 5.526550, 30.000, 199.126, 8007, -7667, 00000000, 30.0
177, 5.557756, 30.000, 200.252, 8007, -7667, 00000000, 30.0
178, 5.588836, 30.000, 201.377, 8007, -7667, 00000000, 30.0
179, 5.620245, 30.000, 202.499, 8007, -7667, 00000000, 30.0
180, 5.651514, 30.000, 203.627, 8007, -7667, 00000000, 30.0
181, 5.682726, 30.000, 204.751, 8007, -7667, 00000000, 30.0
182, 5.713940, 30.000, 205.876, 8007, -7667, 00000000, 30.0
183, 5.744958, 30.000, 207.000, 8007, -7667, 00000000, 30.0
184, 5.776453, 30.000, 208.126, 8007, -7667, 00000000, 30.0
185, 5.807655, 30.000, 209.248, 8007, -7667, 00000000, 30.0
186, 5.838683, 30.000, 210.376, 8007, -7667, 00000000, 30.0
187, 5.870124, 30.000, 211.499, 8007, -7667, 00000000, 30.0
188, 5.901159, 30.000, 212.625, 8007, -7667, 00000000, 30.0
189, 5.932581, 30.000, 213.750, 8007, -7667, 00000000, 30.0
190, 5.963748, 30.000, 214.876, 8007, -7667, 00000000, 30.0
191, 5.994838, 30.000, 216.000, 8007, -7667, 00000000, 30.0
192, 6.026181, 30.000, 217.125, 8007, -7667, 00000000, 30.0
193, 6.057458, 30.000, 218.252, 8007, -7667, 00000000, 30.0
194, 6.088734, 30.000, 219.376, 8007, -7667, 00000000, 30.0
195, 6.119942, 30.000, 220.501, 8007, -7667, 00000000, 30.0
196, 6.150994, 30.000, 221.623, 8007, -7667, 00000000, 30.0
197, 6.182368, 30.000, 222.750, 8007, -7667, 00000000, 30.0
198, 6.213638, 30.000, 223.875, 8007, -7667, 00000000, 30.0
199, 6.244894, 30.000, 225.000, 8007, -7667, 00000000, 30.0
200, 6.276069, 30.000, 226.124, 8007, -7667, 00000000, 30.0
201, 6.307164, 30.000, 227.250, 8007, -7667, 00000000, 30.0
202, 6.338594, 30.000, 228.376, 8007, -7667, 00000000, 30.0
203, 6.369740, 30.000, 229.500, 8007, -7667, 00000000, 30.0
204, 6.400838, 30.000, 230.625, 8007, -7667, 00000000, 30.0
205, 6.432256, 30.000, 231.750, 8007, -7667, 00000000, 30.0
206, 6.463495, 30.000, 232.875, 8007, -7667, 00000000, 30.0
207, 6.494716, 30.000, 234.002, 8007, -7667, 00000000, 30.0
208, 6.525917, 30.000, 235.127, 8007, -7667, 00000000, 30.0
209, 6.557163, 30.000, 236.251, 8007, -7667, 00000000, 30.0
210, 6.588402, 30.000, 237.375, 8007, -7667, 00000000, 30.0
211, 6.619629, 30.000, 238.501, 8007, -7667, 00000000, 30.0
212, 6.650687, 30.000, 239.625, 8007, -7667, 00000000, 30.0
213, 6.682079, 30.000, 240.751, 8007, -7667, 00000000, 30.0
214, 6.713161, 30.000, 241.874, 8007, -7667, 00000000, 30.0
215, 6.744587, 30.000, 243.000, 8007, -7667, 00000000, 30.0
216, 6.775808, 30.000, 244.125, 8007, -7667, 00000000, 30.0
217, 6.806913, 30.000, 245.250, 8007, -7667, 00000000, 30.0
218, 6.838272, 30.000, 246.377, 8007, -7667, 00000000, 30.0
219, 6.869471, 30.000, 247.500, 8007, -7667, 00000000, 30.0
220, 6.900792, 30.000, 248.624, 8007, -7667, 00000000, 30.0
221, 6.931920, 30.000, 249.752, 8007, -7667, 00000000, 30.0
222, 6.962964, 30.000, 250.876, 8007, -7667, 00000000, 30.0
223, 6.994438, 30.000, 252.002, 8007, -7667, 00000000, 30.0
224, 7.025691, 30.000, 253.124, 8007, -7667, 00000000, 30.0
225, 7.056770, 30.000, 254.249, 8007, -7667, 00000000, 30.0
226, 7.088170, 30.000, 255.374, 8007, -7667, 00000000, 30.0
227, 7.119134, 30.000, 256.501, 8007, -7667, 00000000, 30.0
228, 7.150534, 30.000, 257.625, 8007, -7667, 00000000, 30.0
229, 7.181792, 30.000, 258.751, 8007, -7667, 00000000, 30.0
230, 7.212909, 30.000, 259.875, 8007, -7667, 00000000, 30.0
231, 7.244320, 30.000, 261.000, 8007, -7667, 00000000, 30.0
232, 7.275465, 30.000, 262.124, 8007, -7667, 00000000, 30.0
233, 7.306743, 30.000, 263.249, 8007, -7667, 00000000, 30.0
234, 7.337954, 30.000, 264.375, 8007, -7667, 00000000, 30.0
235, 7.369066, 30.000, 265.500, 8007, -7667, 00000000, 30.0
236, 7.400457, 30.000, 266.625, 8007, -7667, 00000000, 30.0
237, 7.431612, 30.000, 267.752, 8007, -7667, 00000000, 30.0
238, 7.462751, 30.000, 268.877, 8007, -7667, 00000000, 30.0
239, 7.494191, 30.000, 270.000, 8007, -7667, 00000000, 30.0
240, 7.525198, 30.000, 271.126, 8007, -7667, 00000000, 30.0
241, 7.556592, 30.000, 272.251, 8007, -7667, 00000000, 30.0
242, 7.587789, 30.000, 273.377, 8007, -7667, 00000000, 30.0
243, 7.618937, 30.000, 274.501, 8007, -7667, 00000000, 30.0
244, 7.650276, 30.000, 275.625, 8007, -7667, 00000000, 30.0
245, 7.681478, 30.000, 276.749, 8007, -7667, 00000000, 30.0
246, 7.712773, 30.000, 277.875, 8007, -7667, 00000000, 30.0
247, 7.743995, 30.000, 279.002, 8007, -7667, 00000000, 30.0
248, 7.775034, 30.000, 280.124, 8007, -7667, 00000000, 30.0
249, 7.806385, 30.000, 281.251, 8007, -7667, 00000000, 30.0
250, 7.837677, 30.000, 282.375, 8007, -7667, 00000000, 30.0
251, 7.868721, 30.000, 283.500, 8007, -7667, 00000000, 30.0
252, 7.900222, 30.000, 284.627, 8007, -7667, 00000000, 30.0
253, 7.931244, 30.000, 285.749, 8007, -7667, 00000000, 30.0
254, 7.962552, 30.000, 286.875, 8007, -7667, 00000000, 30.0
255, 7.993799, 30.000, 288.000, 8007, -7667, 00000000, 30.0
256, 8.024854, 30.000, 289.125, 8007, -7667, 00000000, 30.0
257, 8.056314, 30.000, 290.250, 8007, -7667, 00000000, 30.0
258, 8.087577, 30.000, 291.376, 8007, -7667, 00000000, 30.0
259, 8.118800, 30.000, 292.501, 8007, -7667, 00000000, 30.0
260, 8.149958, 30.000, 293.625, 8007, -7667, 00000000, 30.0
261, 8.181112, 30.000, 294.752, 8007, -7667, 00000000, 30.0
262, 8.212443, 30.000, 295.877, 8007, -7667, 00000000, 30.0
263, 8.243664, 30.000, 297.000, 8007, -7667, 00000000, 30.0
264, 8.274708, 30.000, 298.126, 8007, -7667, 00000000, 30.0
265, 8.306121, 30.000, 299.252, 8007, -7667, 00000000, 30.0
266, 8.337253, 30.000, 300.374, 8007, -7667, 00000000, 30.0
267, 8.368669, 30.000, 301.500, 8007, -7667, 00000000, 30.0
268, 8.399841, 30.000, 302.626, 8007, -7667, 00000000, 30.0
269, 8.430945, 30.000, 303.752, 8007, -7667, 00000000, 30.0
270, 8.462359, 30.000, 304.877, 8007, -7667, 00000000, 30.0
271, 8.493533, 30.000, 305.999, 8007, -7667, 00000000, 30.0
272, 8.524744, 30.000, 307.124, 8007, -7667, 00000000, 30.0
273, 8.556054, 30.000, 308.251, 8007, -7667, 00000000, 30.0
274, 8.587050, 30.000, 309.377, 8007, -7667, 00000000, 30.0
275, 8.618495, 30.000, 310.500, 8007, -7667, 00000000, 30.0
276, 8.649743, 30.000, 311.624, 8007, -7667, 00000000, 30.0
277, 8.680718, 30.000, 312.749, 8007, -7667, 00000000, 30.0
278, 8.712229, 30.000, 313.876, 8007, -7667, 00000000, 30.0
279, 8.743360, 30.000, 315.001, 8007, -7667, 00000000, 30.0
280, 8.774622, 30.000, 316.125, 8007, -7667, 00000000, 30.0
281, 8.805826, 30.000, 317.250, 8007, -7667, 00000000, 30.0
282, 8.836885, 30.000, 318.375, 8007, -7667, 00000000, 30.0
283, 8.868346, 30.000, 319.501, 8007, -7667, 00000000, 30.0
284, 8.899594, 30.000, 320.626, 8007, -7667, 00000000, 30.0
285, 8.930584, 30.000, 321.749, 8007, -7667, 00000000, 30.0
286, 8.962055, 30.000, 322.876, 8007, -7667, 00000000, 30.0
287, 8.993130, 30.000, 323.999, 8007, -7667, 00000000, 30.0
288, 9.024493, 30.000, 325.124, 8007, -7667, 00000000, 30.0
289, 9.055662, 30.000, 326.251, 8007, -7667, 00000000, 30.0
290, 9.086734, 30.000, 327.374, 8007, -7667, 00000000, 30.0
291, 9.118136, 30.000, 328.502, 8007, -7667, 00000000, 30.0
292, 9.149285, 30.000, 329.625, 8007, -7667, 00000000, 30.0
293, 9.180598, 30.000, -29.248, 8007, -7667, 00000000, 30.0
294, 9.211926, 30.000, -28.126, 8007, -7667, 00000000, 30.0
295, 9.242944, 30.000, -26.998, 8007, -7667, 00000000, 30.0
296, 9.274312, 30.000, -25.876, 8007, -7667, 00000000, 30.0
297, 9.305545, 30.000, -24.749, 8007, -7667, 00000000, 30.0
298, 9.336633, 30.000, -23.624, 8007, -7667, 00000000, 30.0
299, 9.368057, 30.000, -22.498, 8007, -7667, 00000000, 30.0
300, 9.399143, 30.000, -21.375, 8007, -7667, 00000000, 30.0
301, 9.430487, 30.000, -20.250, 8007, -7667, 00000000, 30.0
302, 9.461717, 30.000, -19.123, 8007, -7667, 00000000, 30.0
303, 9.492831, 30.000, -17.998, 8007, -7667, 00000000, 30.0
304, 9.524138, 30.000, -16.875, 8007, -7667, 00000000, 30.0
305, 9.555476, 30.000, -15.751, 8007, -7667, 00000000, 30.0
306, 9.586631, 30.000, -14.624, 8007, -7667, 00000000, 30.0
307, 9.617827, 30.000, -13.498, 8007, -7667, 00000000, 30.0
308, 9.648920, 30.000, -12.374, 8007, -7667, 00000000, 30.0
309, 9.680318, 30.000, -11.251, 8007, -7667, 00000000, 30.0
310, 9.711551, 30.000, -10.126, 8007, -7667, 00000000, 30.0
311, 9.742606, 30.000, -8.998, 8007, -7667, 00000000, 30.0
312, 9.774072, 30.000, -7.875, 8007, -7667, 00000000, 30.0
313, 9.805140, 30.000, -6.750, 8007, -7667, 00000000, 30.0
314, 9.836539, 30.000, -5.624, 8007, -7667, 00000000, 30.0
315, 9.867714, 30.000, -4.500, 8007, -7667, 00000000, 30.0
316, 9.898819, 30.000, -3.374, 8007, -7667, 00000000, 30.0
317, 9.930155, 30.000, -2.248, 8007, -7667, 00000000, 30.0
318, 9.961403, 30.000, -1.126, 8007, -7667, 00000000, 30.0
319, 9.992666, 30.000, 0.002, 8007, -7667, 00000000, 30.0
320, 10.023906, 30.000, 1.127, 8007, -7667, 00000000, 30.0
321, 10.054955, 30.000, 2.251, 8007, -7667, 00000000, 30.0
322, 10.086421, 30.000, 3.375, 8007, -7667, 00000010, 30.0
323, 10.117576, 30.000, 4.499, 8007, -7667, 00000010, 30.0
324, 10.148676, 30.000, 5.625, 8007, -7667, 00000010, 30.0
325, 10.180075, 30.000, 6.752, 8007, -7667, 00000010, 30.0
326, 10.211143, 30.000, 7.874, 8007, -7667, 00000010, 30.0
327, 10.242557, 30.000, 9.001, 8007, -7667, 00000010, 30.0
328, 10.273739, 30.000, 10.127, 8007, -7667, 00000010, 30.0
329, 10.304763, 30.000, 11.252, 8007, -7667, 00000010, 30.0
330, 10.336216, 30.000, 12.376, 8007, -7667, 00000000, 30.0
331, 10.367452, 30.000, 13.501, 8007, -7667, 00000000, 30.0
332, 10.398722, 30.000, 14.625, 8007, -7667, 00000000, 30.0
333, 10.429890, 30.000, 15.752, 8007, -7667, 00000000, 30.0
334, 10.461138, 30.000, 16.877, 8007, -7667, 00000000, 30.0
335, 10.492416, 30.000, 17.999, 8007, -7667, 00000000, 30.0
336, 10.523651, 30.000, 19.124, 8007, -7667, 00000000, 30.0
337, 10.554667, 30.000, 20.250, 8007, -7667, 00000000, 30.0
338, 10.586103, 30.000, 21.376, 8007, -7667, 00000000, 30.0
339, 10.617104, 30.000, 22.499, 8007, -7667, 00000000, 30.0
340, 10.648490, 30.000, 23.626, 8007, -7667, 00000000, 30.0
341, 10.679810, 30.000, 24.752, 8007, -7667, 00000000, 30.0
342, 10.710966, 30.000, 25.874, 8007, -7667, 00000000, 30.0
343, 10.742246, 30.000, 26.999, 8007, -7667, 00000000, 30.0
344, 10.773487, 30.000, 28.124, 8007, -7667, 00000010, 30.0
345, 10.804741, 30.000, 29.249, 8007, -7667, 00000010, 30.0
346, 10.835909, 30.000, 30.374, 8007, -7667, 00000010, 30.0
347, 10.866941, 30.000, 31.501, 8007, -7667, 00000010, 30.0
348, 10.898378, 30.000, 32.627, 8007, -7667, 00000010, 30.0
349, 10.929646, 30.000, 33.751, 8007, -7667, 00000010, 30.0
350, 10.960630, 30.000, 34.874, 8007, -7667, 00000010, 30.0
351, 10.992052, 30.000, 36.000, 8007, -7667, 00000010, 30.0
352, 11.023176, 30.000, 37.126, 8007, -7667, 00000010, 30.0
353, 11.054565, 30.000, 38.250, 8007, -7667, 00000010, 30.0
354, 11.085797, 30.000, 39.374, 8007, -7667, 00000010, 30.0
355, 11.117001, 30.000, 40.500, 8007, -7667, 00000000, 30.0
356, 11.148196, 30.000, 41.627, 8007, -7667, 00000000, 30.0
357, 11.179432, 30.000, 42.752, 8007, -7667, 00000000, 30.0
358, 11.210633, 30.000, 43.876, 8007, -7667, 00000000, 30.0
359, 11.241915, 30.000, 45.000, 8007, -7667, 00000000, 30.0
360, 11.272955, 30.000, 46.126, 8007, -7667, 00000000, 30.0
361, 11.304412, 30.000, 47.251, 8007, -7667, 00000000, 30.0
362, 11.335661, 30.000, 48.376, 8007, -7667, 00000000, 30.0
363, 11.366702, 30.000, 49.499, 8007, -7667, 00000000, 30.0
364, 11.398118, 30.000, 50.626, 8007, -7667, 00000000, 30.0
365, 11.429197, 30.000, 51.750, 8007, -7667, 00000000, 30.0
366, 11.460589, 30.000, 52.877, 8007, -7667, 00000000, 30.0
367, 11.491737, 30.000, 54.001, 8007, -7667, 00000000, 30.0
368, 11.522880, 30.000, 55.126, 8007, -7667, 00000000, 30.0
369, 11.554264, 30.000, 56.250, 8007, -7667, 00000000, 30.0
370, 11.585477, 30.000, 57.377, 8007, -7667, 00000000, 30.0
371, 11.616693, 30.000, 58.499, 8007, -7667, 00000000, 30.0
372, 11.647983, 30.000, 59.626, 8007, -7667, 00000000, 30.0
373, 11.679035, 30.000, 60.751, 8007, -7667, 00000000, 30.0
374, 11.710446, 30.000, 61.875, 8007, -7667, 00000000, 30.0
375, 11.741592, 30.000, 63.001, 8007, -7667, 00000000, 30.0
376, 11.772809, 30.000, 64.125, 8007, -7667, 00000000, 30.0
377, 11.804120, 30.000, 65.252, 8007, -7667, 00000000, 30.0
378, 11.835104, 30.000, 66.376, 8007, -7667, 00000000, 30.0
379, 11.866505, 30.000, 67.500, 8007, -7667, 00000000, 30.0
380, 11.897764, 30.000, 68.627, 8007, -7667, 00000000, 30.0
381, 11.928825, 30.000, 69.752, 8007, -7667, 00000000, 30.0
382, 11.960251, 30.000, 70.877, 8007, -7667, 00000000, 30.0
383, 11.991506, 30.000, 72.000, 8007, -7667, 00000000, 30.0
384, 12.022730, 30.000, 73.127, 8007, -7667, 00000000, 30.0
