0 0.019468 210.000000 1.124382 3951 -3789 00000000 210.000000
1 0.050661 210.000000 2.251227 3951 -3789 00000000 210.000000
2 0.081958 210.000000 3.374313 3951 -3789 00000000 210.000000
3 0.113252 210.000000 4.499468 3951 -3789 00000000 210.000000
4 0.144458 210.000000 5.624545 3951 -3789 00000000 210.000000
5 0.175721 210.000000 6.750592 3951 -3789 00000000 210.000000
6 0.206928 210.000000 7.875232 3951 -3789 00000000 210.000000
7 0.238191 210.000000 9.000695 3951 -3789 00000000 210.000000
8 0.269475 210.000000 10.124562 3951 -3789 00000000 210.000000
9 0.300707 210.000000 11.249974 3951 -3789 00000000 210.000000
10 0.331956 210.000000 12.375721 3951 -3789 00000000 210.000000
11 0.363171 210.000000 13.500043 3951 -3789 00000000 210.000000
12 0.394406 210.000000 14.625961 3951 -3789 00000000 210.000000
13 0.425710 210.000000 15.750292 3951 -3789 00000000 210.000000
14 0.456942 210.000000 16.874794 3951 -3789 00000000 210.000000
15 0.488170 210.000000 17.999871 3951 -3789 00000000 210.000000
16 0.519442 210.000000 19.125678 3951 -3789 00000000 210.000000
17 0.550656 210.000000 20.249228 3951 -3789 00000000 210.000000
18 0.581960 210.000000 21.375421 3951 -3789 00000000 210.000000
19 0.613205 210.000000 22.500524 3951 -3789 00000000 210.000000
20 0.644437 210.000000 23.626142 3951 -3789 00000000 210.000000
21 0.675713 210.000000 24.751820 3951 -3789 00000000 210.000000
22 0.706909 210.000000 25.874854 3951 -3789 00000000 210.000000
23 0.738156 210.000000 26.999914 3951 -3789 00000000 210.000000
24 0.769421 210.000000 28.126039 3951 -3789 00000000 210.000000
25 0.800678 210.000000 29.249605 3951 -3789 00000000 210.000000
26 0.831916 210.000000 30.374425 3951 -3789 00000000 210.000000
27 0.863152 210.000000 31.500094 3951 -3789 00000000 210.000000
28 0.894376 210.000000 32.625369 3951 -3789 00000000 210.000000
29 0.925677 210.000000 33.750592 3951 -3789 00000000 210.000000
30 0.956913 210.000000 34.874691 3951 -3789 00000000 210.000000
31 0.988162 210.000000 35.999785 3951 -3789 00000000 210.000000
32 1.019418 210.000000 37.125549 3951 -3789 00000000 210.000000
33 1.050678 210.000000 38.250584 3951 -3789 00000000 210.000000
34 1.081936 210.000000 39.375429 3951 -3789 00000000 210.000000
35 1.113195 210.000000 40.499725 3951 -3789 00000000 210.000000
36 1.144365 210.000000 41.625747 3951 -3789 00000000 210.000000
37 1.175681 210.000000 42.750798 3951 -3789 00000000 210.000000
38 1.206892 210.000000 43.874133 3951 -3789 00000000 210.000000
39 1.238155 210.000000 45.000524 3951 -3789 00000000 210.000000
40 1.269403 210.000000 46.124073 3951 -3789 00000000 210.000000
41 1.300638 210.000000 47.249957 3951 -3789 00000000 210.000000
42 1.331920 210.000000 48.375652 3951 -3789 00000000 210.000000
43 1.363128 210.000000 49.499803 3951 -3789 00000000 210.000000
44 1.394362 210.000000 50.624159 3951 -3789 00000000 210.000000
45 1.425649 210.000000 51.750575 3951 -3789 00000000 210.000000
46 1.456886 210.000000 52.874425 3951 -3789 00000000 210.000000
47 1.488139 210.000000 54.001099 3951 -3789 00000000 210.000000
48 1.519379 210.000000 55.125687 3951 -3789 00000000 210.000000
49 1.550614 210.000000 56.249614 3951 -3789 00000000 210.000000
50 1.581918 210.000000 57.375661 3951 -3789 00000000 210.000000
51 1.613139 210.000000 58.500172 3951 -3789 00000000 210.000000
52 1.644353 210.000000 59.625970 3951 -3789 00000000 210.000000
53 1.675667 210.000000 60.750893 3951 -3789 00000000 210.000000
54 1.706874 210.000000 61.875996 3951 -3789 00000000 210.000000
55 1.738150 210.000000 62.999253 3951 -3789 00000000 210.000000
56 1.769410 210.000000 64.124313 3951 -3789 00000000 210.000000
57 1.800603 210.000000 65.249811 3951 -3789 00000000 210.000000
58 1.831859 210.000000 66.374949 3951 -3789 00000000 210.000000
59 1.863171 210.000000 67.500481 3951 -3789 00000000 210.000000
60 1.894375 210.000000 68.625283 3951 -3789 00000000 210.000000
61 1.925637 210.000000 69.750549 3951 -3789 00000000 210.000000
62 1.956890 210.000000 70.876399 3951 -3789 00000000 210.000000
63 1.988112 210.000000 72.000747 3951 -3789 00000000 210.000000
64 2.019396 210.000000 73.126039 3951 -3789 00000000 210.000000
65 2.050632 210.000000 74.250772 3951 -3789 00000000 210.000000
66 2.081878 210.000000 75.374193 3951 -3789 00000000 210.000000
67 2.113153 210.000000 76.500669 3951 -3789 00000000 210.000000
68 2.144326 210.000000 77.625592 3951 -3789 00000000 210.000000
69 2.175612 210.000000 78.749691 3951 -3789 00000000 210.000000
70 2.206873 210.000000 79.874674 3951 -3789 00000000 210.000000
71 2.238104 210.000000 81.001107 3951 -3789 00000000 210.000000
72 2.269363 210.000000 82.125498 3951 -3789 00000000 210.000000
73 2.300624 210.000000 83.249906 3951 -3789 00000000 210.000000
74 2.331872 210.000000 84.374339 3951 -3789 00000000 210.000000
75 2.363135 210.000000 85.499794 3951 -3789 00000000 210.000000
76 2.394356 210.000000 86.624957 3951 -3789 00000000 210.000000
77 2.425617 210.000000 87.750592 3951 -3789 00000000 210.000000
78 2.456841 210.000000 88.875790 3951 -3789 00000000 210.000000
79 2.488099 210.000000 89.999631 3951 -3789 00000000 210.000000
80 2.519344 210.000000 91.124185 3951 -3789 00000000 210.000000
81 2.550574 210.000000 92.249236 3951 -3789 00000000 210.000000
82 2.581832 210.000000 93.374399 3951 -3789 00000000 210.000000
83 2.613122 210.000000 94.500678 3951 -3789 00000000 210.000000
