0 0.029938 183.600000 1.162611 6383 -7929 00000000 183.600000 183.600000
1 0.061198 183.600000 2.285251 6383 -7929 00000000 183.600000 183.600000
2 0.092201 183.600000 3.381085 6383 -7929 00000000 183.600000 183.600000
3 0.123538 183.600000 4.510506 6383 -7929 00000000 183.600000 183.600000
4 0.154812 183.600000 5.635480 6383 -7929 00000000 183.600000 183.600000
5 0.186037 183.600000 6.758532 6383 -7929 00000000 183.600000 183.600000
6 0.217258 183.600000 7.883180 6383 -7929 00000000 183.600000 183.600000
7 0.248346 183.600000 9.002360 6383 -7929 00000000 183.600000 183.600000
8 0.279746 183.600000 10.137463 6383 -7929 00000000 183.600000 183.600000
9 0.310970 183.600000 11.256309 6383 -7929 00000000 183.600000 183.600000
10 0.341987 183.600000 12.380407 6383 -7929 00000000 183.600000 183.600000
11 0.373407 183.600000 13.504652 6383 -7929 00000000 183.600000 183.600000
12 0.404445 183.600000 14.624228 6383 -7929 00000000 183.600000 183.600000
13 0.435871 183.600000 15.753837 6383 -7929 00000000 183.600000 183.600000
14 0.467093 183.600000 16.877532 6383 -7929 00000000 183.600000 183.600000
15 0.498173 183.600000 18.001116 6383 -7929 00000000 183.600000 183.600000
16 0.529578 183.600000 19.128201 6383 -7929 00000000 183.600000 183.600000
17 0.560805 183.600000 20.251305 6383 -7929 00000000 183.600000 183.600000
18 0.592032 183.600000 21.375386 6383 -7929 00000000 183.600000 183.600000
19 0.623310 183.600000 22.500772 6383 -7929 00000000 183.600000 183.600000
20 0.654311 183.600000 23.624725 6383 -7929 00000000 183.600000 183.600000
21 0.685744 183.600000 24.751245 6383 -7929 00000000 183.600000 183.600000
22 0.716953 183.600000 25.875446 6383 -7929 00000000 183.600000 183.600000
23 0.748029 183.600000 27.000421 6383 -7929 00000000 183.600000 183.600000
24 0.779409 183.600000 28.125429 6383 -7929 00000000 183.600000 183.600000
25 0.810500 183.600000 29.250841 6383 -7929 00000000 183.600000 183.600000
26 0.841864 183.600000 30.374717 6383 -7929 00000000 183.600000 183.600000
27 0.873144 183.600000 31.499579 6383 -7929 00000000 183.600000 183.600000
28 0.904197 183.600000 32.626717 6383 -7929 00000000 183.600000 183.600000
29 0.935566 183.600000 33.749554 6383 -7929 00000000 183.600000 183.600000
30 0.966822 183.600000 34.876167 6383 -7929 00000000 183.600000 183.600000
31 0.998066 183.600000 36.000498 6383 -7929 00000000 183.600000 183.600000
32 1.029264 183.600000 37.125206 6383 -7929 00000000 183.600000 183.600000
33 1.060327 183.600000 38.250395 6383 -7929 00000000 183.600000 183.600000
34 1.091712 183.600000 39.375875 6383 -7929 00000000 183.600000 183.600000
35 1.122954 183.600000 40.499691 6383 -7929 00000000 183.600000 183.600000
36 1.154052 183.600000 41.625378 6383 -7929 00000000 183.600000 183.600000
37 1.185408 183.600000 42.751382 6383 -7929 00000000 183.600000 183.600000
38 1.216494 183.600000 43.875506 6383 -7929 00000000 183.600000 183.600000
39 1.247905 183.600000 45.001339 6383 -7929 00000000 183.600000 183.600000
40 1.279146 183.600000 46.125129 6383 -7929 00000000 183.600000 183.600000
41 1.310182 183.600000 47.249923 6383 -7929 00000000 183.600000 183.600000
42 1.341636 183.600000 48.374854 6383 -7929 00000000 183.600000 183.600000
43 1.372822 183.600000 49.499554 6383 -7929 00000000 183.600000 183.600000
44 1.403897 183.600000 50.626408 6383 -7929 00000000 183.600000 183.600000
45 1.435266 183.600000 51.750987 6383 -7929 00000000 183.600000 183.600000
46 1.466335 183.600000 52.874734 6383 -7929 00000000 183.600000 183.600000
47 1.497761 183.600000 54.000764 6383 -7929 00000000 183.600000 183.600000
48 1.528978 183.600000 55.124674 6383 -7929 00000000 183.600000 183.600000
49 1.560047 183.600000 56.251193 6383 -7929 00000000 183.600000 183.600000
50 1.591455 183.600000 57.376330 6383 -7929 00000000 183.600000 183.600000
51 1.622492 183.600000 58.500129 6383 -7929 00000000 183.600000 183.600000
52 1.653937 183.600000 59.624511 6383 -7929 00000000 183.600000 183.600000
53 1.685134 183.600000 60.750704 6383 -7929 00000000 183.600000 183.600000
54 1.716191 183.600000 61.875901 6383 -7929 00000000 183.600000 183.600000
55 1.747611 183.600000 62.999622 6383 -7929 00000000 183.600000 183.600000
56 1.778840 183.600000 64.125455 6383 -7929 00000000 183.600000 183.600000
57 1.809926 183.600000 65.250833 6383 -7929 00000000 183.600000 183.600000
58 1.841278 183.600000 66.374768 6383 -7929 00000000 183.600000 183.600000
59 1.872355 183.600000 67.501665 6383 -7929 00000000 183.600000 183.600000
60 1.903769 183.600000 68.625961 6383 -7929 00000000 183.600000 183.600000
61 1.935023 183.600000 69.750601 6383 -7929 00000000 183.600000 183.600000
62 1.966077 183.600000 70.875378 6383 -7929 00000000 183.600000 183.600000
63 1.997478 183.600000 72.000712 6383 -7929 00000000 183.600000 183.600000
64 2.028546 183.600000 73.126622 6383 -7929 00000000 183.600000 183.600000
65 2.059899 183.600000 74.251262 6383 -7929 00000000 183.600000 183.600000
66 2.091025 183.600000 75.375918 6383 -7929 00000000 183.600000 183.600000
67 2.122219 183.600000 76.501236 6383 -7929 00000000 183.600000 183.600000
68 2.153598 183.600000 77.624339 6383 -7929 00000000 183.600000 183.600000
69 2.184843 183.600000 78.750051 6383 -7929 00000000 183.600000 183.600000
70 2.215909 183.600000 79.874957 6383 -7929 00000000 183.600000 183.600000
71 2.247288 183.600000 81.001116 6383 -7929 00000000 183.600000 183.600000
72 2.278373 183.600000 82.124682 6383 -7929 00000000 183.600000 183.600000
73 2.309800 183.600000 83.250601 6383 -7929 00000000 183.600000 183.600000
74 2.341030 183.600000 84.374382 6383 -7929 00000000 183.600000 183.600000
75 2.372053 183.600000 85.499270 6383 -7929 00000000 183.600000 183.600000
76 2.403456 183.600000 86.624511 6383 -7929 00000000 183.600000 183.600000
77 2.434709 183.600000 87.751133 6383 -7929 00000000 183.600000 183.600000
78 2.465941 183.600000 88.875592 6383 -7929 00000000 183.600000 183.600000
79 2.497186 183.600000 89.999957 6383 -7929 00000000 183.600000 183.600000
80 2.528237 183.600000 91.125386 6383 -7929 00000000 183.600000 183.600000
81 2.559652 183.600000 92.250180 6383 -7929 00000000 183.600000 183.600000
82 2.590853 183.600000 93.375781 6383 -7929 00000000 183.600000 183.600000
83 2.621938 183.600000 94.500858 6383 -7929 00000000 183.600000 183.600000
84 2.653348 183.600000 95.625772 6383 -7929 00000000 183.600000 183.600000
85 2.684370 183.600000 96.751176 6383 -7929 00000000 183.600000 183.600000
86 2.715765 183.600000 97.876167 6383 -7929 00000000 183.600000 183.600000
87 2.747034 183.600000 99.000815 6383 -7929 00000000 183.600000 183.600000
88 2.778068 183.600000 100.124777 6383 -7929 00000000 183.600000 183.600000
89 2.809481 183.600000 101.250970 6383 -7929 00000000 183.600000 183.600000
90 2.840696 183.600000 102.375910 6383 -7929 00000000 183.600000 183.600000
91 2.871960 183.600000 103.500978 6383 -7929 00000000 183.600000 183.600000
