83, 84, 73, 29, 155, 74, 22.82
83, 84, 73, 27, 152, 75, 22.38
85, 86, 73, 29, 158, 74, 23.26
82, 82, 70, 29, 155, 73, 22.82
83, 85, 74, 26, 154, 74, 22.67
84, 82, 72, 30, 151, 73, 22.23
82, 84, 72, 28, 155, 72, 22.82
82, 83, 72, 28, 154, 73, 22.67
83, 84, 73, 27, 156, 75, 22.97
85, 85, 72, 29, 154, 73, 22.67
86, 85, 76, 28, 154, 74, 22.67
86, 82, 75, 32, 151, 74, 22.23
84, 82, 72, 28, 157, 74, 23.11
86, 85, 73, 26, 155, 74, 22.82
83, 83, 72, 29, 157, 72, 23.11
84, 86, 72, 26, 154, 74, 22.67
85, 83, 72, 26, 154, 74, 22.67
85, 83, 72, 30, 153, 74, 22.53
85, 82, 74, 28, 155, 74, 22.82
85, 84, 70, 27, 156, 72, 22.97
86, 84, 74, 25, 156, 73, 22.97
84, 82, 71, 30, 155, 75, 22.82
82, 84, 73, 29, 152, 71, 22.38
84, 82, 73, 30, 151, 75, 22.23
83, 81, 74, 29, 155, 71, 22.82
83, 84, 70, 28, 155, 72, 22.82
84, 85, 72, 27, 151, 74, 22.23
83, 83, 73, 30, 151, 73, 22.23
83, 83, 71, 30, 157, 73, 23.11
84, 83, 73, 28, 154, 75, 22.67
84, 83, 71, 28, 154, 73, 22.67
84, 83, 71, 29, 153, 73, 22.53
83, 83, 72, 29, 156, 73, 22.97
85, 85, 72, 28, 152, 74, 22.38
79, 83, 70, 29, 152, 74, 22.38
85, 83, 71, 28, 153, 73, 22.53
83, 83, 71, 29, 154, 73, 22.67
83, 83, 71, 30, 152, 77, 22.38
85, 82, 73, 29, 151, 74, 22.23
82, 84, 70, 29, 152, 76, 22.38
84, 83, 72, 28, 155, 73, 22.82
88, 81, 76, 29, 154, 75, 22.67
87, 84, 73, 29, 154, 75, 22.67
83, 85, 73, 28, 156, 73, 22.97
82, 81, 71, 29, 155, 73, 22.82
82, 83, 72, 29, 154, 71, 22.67
86, 83, 76, 28, 155, 74, 22.82
83, 85, 71, 30, 156, 72, 22.97
81, 84, 72, 28, 151, 72, 22.23
86, 82, 72, 30, 152, 76, 22.38
83, 85, 71, 27, 151, 74, 22.23
84, 84, 71, 25, 154, 75, 22.67
85, 84, 74, 28, 154, 75, 22.67
82, 83, 73, 30, 154, 74, 22.67
86, 81, 73, 30, 156, 73, 22.97
86, 83, 73, 28, 158, 73, 23.26
84, 82, 72, 29, 155, 72, 22.82
84, 86, 74, 27, 155, 75, 22.82
85, 85, 74, 28, 151, 74, 22.23
84, 83, 73, 31, 154, 72, 22.67
85, 84, 72, 28, 156, 73, 22.97
83, 83, 71, 28, 155, 74, 22.82
85, 83, 73, 29, 154, 73, 22.67
85, 82, 74, 29, 153, 73, 22.53
84, 85, 73, 27, 155, 71, 22.82
86, 83, 76, 29, 155, 71, 22.82
86, 83, 74, 29, 152, 74, 22.38
87, 83, 72, 29, 155, 73, 22.82
85, 86, 74, 28, 152, 75, 22.38
86, 86, 74, 26, 155, 72, 22.82
85, 83, 74, 30, 152, 74, 22.38
87, 83, 74, 29, 154, 73, 22.67
85, 82, 74, 29, 155, 76, 22.82
84, 83, 73, 29, 155, 73, 22.82
84, 84, 74, 28, 153, 71, 22.53
86, 85, 73, 28, 154, 71, 22.67
83, 84, 70, 28, 154, 73, 22.67
85, 83, 71, 26, 157, 71, 23.11
81, 83, 70, 29, 150, 75, 22.08
82, 84, 72, 28, 152, 73, 22.38
83, 83, 73, 29, 151, 73, 22.23
84, 82, 74, 29, 154, 72, 22.67
84, 84, 72, 28, 154, 72, 22.67
84, 81, 72, 29, 152, 75, 22.38
82, 83, 73, 29, 153, 73, 22.53
86, 84, 72, 30, 151, 73, 22.23
86, 83, 73, 29, 155, 72, 22.82
83, 84, 72, 28, 155, 75, 22.82
84, 82, 73, 30, 153, 72, 22.53
84, 83, 72, 28, 154, 72, 22.67
86, 82, 73, 28, 155, 73, 22.82
84, 82, 73, 29, 152, 72, 22.38
85, 84, 74, 28, 153, 73, 22.53
84, 82, 73, 29, 153, 75, 22.53
85, 83, 75, 28, 155, 74, 22.82
83, 81, 73, 31, 153, 74, 22.53
85, 83, 75, 28, 155, 73, 22.82
85, 83, 74, 27, 152, 70, 22.38
84, 83, 72, 27, 156, 72, 22.97
83, 82, 72, 28, 158, 75, 23.26
82, 85, 70, 28, 155, 69, 22.82
84, 82, 73, 27, 154, 73, 22.67
86, 85, 73, 28, 151, 72, 22.23
84, 82, 70, 28, 156, 72, 22.97
86, 84, 73, 29, 152, 74, 22.38
84, 83, 75, 29, 151, 77, 22.23
86, 82, 74, 33, 152, 75, 22.38
86, 83, 74, 29, 154, 76, 22.67
86, 84, 72, 27, 153, 74, 22.53
85, 84, 72, 28, 152, 74, 22.38
82, 83, 71, 29, 154, 72, 22.67
84, 85, 73, 27, 154, 75, 22.67
85, 85, 71, 27, 154, 73, 22.67
87, 82, 73, 26, 156, 71, 22.97
85, 84, 72, 28, 155, 73, 22.82
85, 87, 75, 26, 152, 73, 22.38
84, 83, 74, 29, 154, 73, 22.67
84, 83, 69, 27, 154, 73, 22.67
84, 82, 71, 29, 157, 72, 23.11
86, 83, 73, 27, 151, 74, 22.23
85, 85, 72, 29, 156, 74, 22.97
85, 83, 73, 27, 156, 73, 22.97
85, 83, 74, 28, 150, 73, 22.08
84, 84, 75, 28, 149, 75, 21.94
84, 83, 72, 28, 152, 73, 22.38
84, 83, 70, 30, 156, 75, 22.97
82, 83, 72, 29, 154, 74, 22.67
83, 82, 71, 29, 154, 73, 22.67
82, 82, 73, 28, 150, 73, 22.08
86, 83, 75, 27, 154, 74, 22.67
85, 83, 73, 29, 157, 74, 23.11
83, 83, 73, 28, 150, 74, 22.08
83, 82, 73, 29, 152, 74, 22.38
83, 84, 71, 28, 154, 75, 22.67
81, 85, 72, 28, 154, 76, 22.67
87, 85, 74, 28, 156, 75, 22.97
82, 86, 72, 28, 152, 74, 22.38
85, 83, 71, 28, 155, 72, 22.82
83, 83, 73, 30, 154, 73, 22.67
84, 85, 73, 26, 156, 70, 22.97
83, 85, 72, 27, 156, 73, 22.97
83, 83, 70, 28, 157, 76, 23.11
83, 84, 72, 28, 154, 77, 22.67
86, 87, 74, 27, 152, 72, 22.38
85, 83, 72, 30, 153, 71, 22.53
86, 81, 75, 26, 154, 70, 22.67
84, 84, 72, 27, 153, 73, 22.53
84, 84, 72, 27, 154, 75, 22.67
84, 84, 72, 29, 150, 72, 22.08
85, 83, 73, 28, 153, 74, 22.53
85, 83, 73, 29, 155, 72, 22.82
84, 84, 71, 26, 157, 73, 23.11
85, 82, 75, 29, 151, 74, 22.23
82, 85, 71, 27, 157, 72, 23.11
85, 85, 73, 29, 157, 74, 23.11
84, 82, 70, 27, 156, 72, 22.97
84, 84, 73, 29, 154, 71, 22.67
84, 82, 71, 30, 154, 73, 22.67
84, 85, 73, 29, 153, 71, 22.53
83, 83, 70, 28, 156, 72, 22.97
83, 84, 71, 27, 156, 73, 22.97
85, 82, 73, 26, 152, 74, 22.38
84, 83, 74, 29, 158, 73, 23.26
86, 82, 74, 28, 152, 74, 22.38
82, 84, 70, 26, 152, 73, 22.38
85, 83, 72, 29, 153, 72, 22.53
85, 85, 71, 26, 154, 72, 22.67
84, 86, 72, 28, 156, 74, 22.97
82, 83, 72, 27, 154, 70, 22.67
83, 83, 72, 25, 153, 72, 22.53
83, 82, 72, 29, 155, 72, 22.82
82, 83, 70, 26, 154, 75, 22.67
83, 83, 71, 29, 157, 72, 23.11
83, 83, 73, 30, 154, 72, 22.67
85, 83, 75, 27, 152, 72, 22.38
83, 86, 71, 28, 155, 73, 22.82
86, 81, 75, 28, 154, 74, 22.67
83, 84, 70, 28, 153, 73, 22.53
86, 83, 76, 27, 151, 72, 22.23
84, 84, 70, 27, 156, 74, 22.97
86, 80, 74, 29, 158, 72, 23.26
84, 82, 71, 29, 158, 74, 23.26
82, 84, 73, 29, 154, 73, 22.67
82, 84, 72, 30, 152, 77, 22.38
85, 80, 70, 26, 155, 73, 22.82
84, 82, 72, 29, 158, 73, 23.26
84, 82, 70, 29, 155, 71, 22.82
81, 85, 70, 28, 153, 73, 22.53
83, 84, 71, 28, 155, 75, 22.82
85, 84, 76, 27, 152, 71, 22.38
82, 82, 71, 31, 155, 71, 22.82
85, 84, 73, 29, 154, 72, 22.67
84, 83, 75, 29, 153, 75, 22.53
84, 83, 72, 27, 158, 74, 23.26
86, 82, 73, 29, 154, 73, 22.67
84, 85, 71, 29, 158, 73, 23.26
85, 83, 73, 30, 153, 74, 22.53
84, 83, 75, 28, 154, 75, 22.67
83, 84, 73, 27, 151, 76, 22.23
84, 84, 74, 30, 153, 73, 22.53
84, 82, 73, 29, 151, 69, 22.23
84, 85, 71, 28, 150, 75, 22.08
82, 85, 73, 27, 154, 73, 22.67
83, 84, 72, 30, 155, 77, 22.82
84, 85, 74, 28, 152, 75, 22.38
84, 85, 71, 30, 154, 74, 22.67
85, 83, 72, 28, 154, 71, 22.67
83, 84, 72, 30, 154, 73, 22.67
83, 83, 71, 27, 156, 71, 22.97
82, 84, 72, 28, 156, 73, 22.97
82, 84, 71, 28, 151, 71, 22.23
83, 84, 74, 27, 152, 74, 22.38
84, 83, 72, 28, 154, 73, 22.67
86, 86, 75, 29, 153, 73, 22.53
84, 84, 73, 27, 155, 71, 22.82
83, 85, 71, 27, 153, 70, 22.53
82, 84, 70, 26, 153, 74, 22.53
84, 85, 72, 28, 156, 73, 22.97
86, 85, 73, 27, 153, 72, 22.53
82, 84, 71, 30, 156, 73, 22.97
86, 84, 74, 27, 152, 73, 22.38
85, 83, 73, 27, 155, 73, 22.82
85, 84, 74, 27, 159, 75, 23.41
83, 84, 71, 25, 156, 72, 22.97
86, 82, 73, 28, 155, 73, 22.82
82, 85, 71, 27, 154, 73, 22.67
84, 82, 73, 28, 154, 73, 22.67
84, 85, 74, 28, 154, 72, 22.67
87, 81, 72, 31, 158, 72, 23.26
85, 84, 72, 27, 152, 71, 22.38
85, 82, 75, 31, 153, 74, 22.53
87, 83, 74, 28, 156, 72, 22.97
83, 84, 74, 27, 156, 72, 22.97
84, 84, 73, 28, 158, 73, 23.26
84, 83, 74, 28, 152, 74, 22.38
85, 83, 72, 30, 158, 72, 23.26
83, 86, 70, 26, 154, 72, 22.67
85, 83, 72, 28, 155, 75, 22.82
84, 83, 72, 26, 154, 72, 22.67
86, 84, 73, 27, 152, 73, 22.38
83, 82, 72, 29, 149, 74, 21.94
85, 82, 73, 28, 156, 75, 22.97
87, 85, 73, 29, 156, 72, 22.97
84, 81, 70, 31, 155, 74, 22.82
86, 84, 76, 29, 152, 73, 22.38
81, 85, 71, 26, 155, 72, 22.82
85, 84, 73, 27, 155, 72, 22.82
85, 81, 72, 28, 155, 70, 22.82
84, 83, 74, 27, 153, 74, 22.53
87, 83, 74, 29, 155, 72, 22.82
84, 83, 71, 28, 154, 73, 22.67
84, 84, 71, 24, 154, 73, 22.67
84, 83, 73, 30, 157, 74, 23.11
85, 82, 74, 29, 153, 74, 22.53
82, 83, 74, 25, 155, 72, 22.82
83, 82, 75, 29, 153, 71, 22.53
85, 83, 74, 29, 153, 72, 22.53
82, 83, 71, 31, 153, 73, 22.53
84, 83, 74, 28, 152, 76, 22.38
85, 83, 74, 29, 154, 74, 22.67
83, 83, 73, 26, 155, 74, 22.82
84, 84, 72, 30, 153, 76, 22.53
84, 82, 74, 31, 154, 72, 22.67
85, 84, 74, 30, 155, 74, 22.82
85, 85, 73, 25, 155, 71, 22.82
84, 84, 73, 28, 155, 75, 22.82
85, 84, 73, 29, 155, 75, 22.82
84, 84, 72, 28, 154, 74, 22.67
87, 85, 74, 29, 151, 71, 22.23
85, 84, 75, 28, 153, 71, 22.53
85, 82, 73, 27, 155, 71, 22.82
82, 83, 71, 29, 156, 73, 22.97
83, 84, 70, 28, 153, 73, 22.53
84, 84, 72, 27, 151, 74, 22.23
86, 86, 73, 28, 153, 73, 22.53
84, 81, 73, 29, 155, 71, 22.82
83, 84, 71, 28, 152, 74, 22.38
85, 83, 76, 29, 150, 74, 22.08
83, 83, 72, 28, 153, 73, 22.53
86, 84, 74, 26, 151, 73, 22.23
86, 84, 72, 29, 156, 74, 22.97
89, 84, 75, 27, 150, 73, 22.08
84, 84, 75, 29, 150, 74, 22.08
84, 84, 69, 27, 151, 73, 22.23
84, 84, 72, 28, 155, 71, 22.82
85, 81, 73, 29, 156, 74, 22.97
84, 84, 74, 29, 155, 73, 22.82
85, 82, 73, 28, 154, 77, 22.67
83, 85, 73, 27, 153, 74, 22.53
85, 86, 72, 27, 157, 74, 23.11
87, 85, 73, 28, 158, 71, 23.26
84, 85, 74, 27, 155, 72, 22.82
85, 84, 74, 27, 159, 72, 23.41
83, 83, 73, 28, 150, 76, 22.08
82, 84, 71, 29, 155, 72, 22.82
84, 82, 74, 28, 153, 75, 22.53
86, 84, 73, 29, 153, 72, 22.53
82, 83, 72, 31, 154, 71, 22.67
83, 84, 72, 27, 149, 72, 21.94
84, 82, 73, 28, 150, 73, 22.08
83, 85, 72, 27, 152, 73, 22.38
87, 83, 73, 25, 154, 74, 22.67
83, 85, 73, 26, 152, 74, 22.38
83, 85, 71, 28, 156, 74, 22.97
85, 83, 72, 30, 152, 74, 22.38
85, 84, 74, 30, 156, 74, 22.97
88, 83, 75, 30, 153, 70, 22.53
84, 85, 72, 28, 155, 72, 22.82
82, 84, 71, 30, 154, 74, 22.67
88, 82, 74, 28, 155, 70, 22.82
84, 84, 71, 30, 155, 72, 22.82
85, 84, 72, 28, 155, 73, 22.82
83, 82, 72, 29, 151, 74, 22.23
82, 83, 71, 29, 154, 74, 22.67
87, 85, 75, 30, 151, 73, 22.23
84, 86, 74, 27, 155, 73, 22.82
84, 85, 71, 26, 154, 69, 22.67
85, 85, 73, 29, 156, 74, 22.97
84, 85, 74, 27, 154, 70, 22.67
84, 84, 73, 27, 153, 74, 22.53
84, 81, 72, 29, 152, 73, 22.38
85, 85, 76, 26, 153, 74, 22.53
84, 84, 73, 28, 154, 76, 22.67
84, 83, 71, 28, 152, 74, 22.38
85, 83, 75, 29, 155, 74, 22.82
83, 83, 72, 28, 154, 72, 22.67
83, 85, 73, 27, 154, 75, 22.67
86, 82, 72, 28, 152, 73, 22.38
85, 82, 74, 28, 150, 72, 22.08
84, 84, 73, 29, 151, 76, 22.23
83, 84, 71, 29, 153, 73, 22.53
85, 84, 73, 27, 153, 75, 22.53
83, 85, 72, 28, 151, 77, 22.23
84, 82, 72, 28, 155, 72, 22.82
85, 82, 74, 29, 155, 72, 22.82
82, 82, 71, 29, 153, 73, 22.53
84, 81, 74, 31, 155, 75, 22.82
84, 81, 72, 29, 157, 75, 23.11
85, 85, 74, 28, 152, 75, 22.38
84, 83, 72, 29, 152, 75, 22.38
81, 84, 73, 26, 152, 74, 22.38
82, 83, 70, 29, 151, 71, 22.23
81, 83, 72, 27, 152, 74, 22.38
86, 83, 75, 29, 155, 73, 22.82
84, 83, 71, 29, 155, 73, 22.82
85, 83, 73, 29, 153, 72, 22.53
85, 84, 72, 29, 153, 73, 22.53
87, 83, 73, 28, 157, 71, 23.11
85, 84, 71, 27, 156, 73, 22.97
